school,department_name,harvard_equivalent,funding_type,year,funding_amount
UT Southwestern,CELL BIOLOGY,CB,nih,2018,5302008
UT Southwestern,CELL BIOLOGY,CB,nih,2017,6849705
UT Southwestern,CELL BIOLOGY,CB,nih,2016,6991724
Vanderbilt,CELL AND DEVELOPMENTAL BIOLOGY,CB,nih,2020,20121833
Vanderbilt,CELL AND DEVELOPMENTAL BIOLOGY,CB,nih,2019,17103115
Vanderbilt,CELL AND DEVELOPMENTAL BIOLOGY,CB,nih,2018,10108282
Vanderbilt,CELL AND DEVELOPMENTAL BIOLOGY,CB,nih,2017,12337228
Vanderbilt,CELL AND DEVELOPMENTAL BIOLOGY,CB,nih,2016,14256982
Washington U St Louis,CELL BIOLOGY AND PHYSIOLOGY,CB,nih,2020,9830620
Washington U St Louis,CELL BIOLOGY AND PHYSIOLOGY,CB,nih,2019,8353211
Washington U St Louis,CELL BIOLOGY AND PHYSIOLOGY,CB,nih,2018,7658112
Washington U St Louis,CELL BIOLOGY AND PHYSIOLOGY,CB,nih,2017,5751837
Washington U St Louis,CELL BIOLOGY AND PHYSIOLOGY,CB,nih,2016,6815771
West Virginia,MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,nih,2020,2123038
West Virginia,MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,nih,2019,1678011
West Virginia,MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,nih,2018,703125
West Virginia,MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,nih,2017,1089418
West Virginia,MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,nih,2016,751513
Wisconsin,CELL AND REGENERATIVE BIOLOGY,SCRB;CB,nih,2020,5702619
Wisconsin,CELL AND REGENERATIVE BIOLOGY,SCRB;CB,nih,2019,5483967
Wisconsin,CELL AND REGENERATIVE BIOLOGY,SCRB;CB,nih,2018,4610612
Wisconsin,CELL AND REGENERATIVE BIOLOGY,SCRB;CB,nih,2017,2826050
Wisconsin,CELL AND REGENERATIVE BIOLOGY,SCRB;CB,nih,2016,3071266
Wright State-Boonshoft,NEUROSCIENCE CELL BIOL AND PHYSIOLOGY,Nb;CB,nih,2020,1617948
Wright State-Boonshoft,NEUROSCIENCE CELL BIOL AND PHYSIOLOGY,Nb;CB,nih,2019,1999517
Wright State-Boonshoft,NEUROSCIENCE CELL BIOL AND PHYSIOLOGY,Nb;CB,nih,2018,1449805
Wright State-Boonshoft,NEUROSCIENCE CELL BIOL AND PHYSIOLOGY,Nb;CB,nih,2017,1019458
Wright State-Boonshoft,NEUROSCIENCE CELL BIOL AND PHYSIOLOGY,Nb;CB,nih,2016,0
Yale,CELL BIOLOGY,CB,nih,2020,7685164
Yale,CELL BIOLOGY,CB,nih,2019,9322898
Yale,CELL BIOLOGY,CB,nih,2018,12026152
Yale,CELL BIOLOGY,CB,nih,2017,8189017
Yale,CELL BIOLOGY,CB,nih,2016,13376602
Yale,CELLULAR AND MOLECULAR PHYSIOLOGY,BCMP;CB,nih,2020,5922865
Yale,CELLULAR AND MOLECULAR PHYSIOLOGY,BCMP;CB,nih,2019,6569731
Yale,CELLULAR AND MOLECULAR PHYSIOLOGY,BCMP;CB,nih,2018,10319052
Yale,CELLULAR AND MOLECULAR PHYSIOLOGY,BCMP;CB,nih,2017,10772756
Yale,CELLULAR AND MOLECULAR PHYSIOLOGY,BCMP;CB,nih,2016,8987337
Average,Average,CB,nih,2016,4078202
Average,Average,CB,nih,2017,4626283
Average,Average,CB,nih,2018,5028323
Average,Average,CB,nih,2019,5781549
Average,Average,CB,nih,2020,6079274
