school,department_name,harvard_equivalent,nih_2019
Arizona,BIOETHICS AND MEDICAL HUMANISM,GHSM,NA
East Carolina-Brody,BIOETHICS AND INTERDISCIPLINARY STUDIES,GHSM,NA
UC Riverside,SOCIAL MEDICINE POPULATION AND PUBLIC HEALTH,GHSM,229998
Kansas,HISTORY AND PHILOSOPHY OF MEDICINE,GHSM,NA
Missouri Columbia,HEALTH MANAGEMENT AND INFORMATICS,GHSM;DBMI,NA
Pennsylvania-Perelman,MEDICAL ETHICS AND HEALTH POLICY,GHSM;HCP,NA
UT Rio Grande Valley,POPULATION HEALTH AND BIOSTATISTICS,GHSM,NA
UT Austin-Dell,POPULATION HEALTH,GHSM,180357
Uniformed Services-Hebert,PREVENTIVE MEDICINE AND BIOSTATISTICS,GHSM;DBMI,NA
Harvard,GENETICS,Gn,27551569
Southern Cal-Keck,TRANSLATIONAL GENOMICS,Gn,NA
Case Western Reserve,GENETICS AND GENOME SCIENCES,Gn,10721353
Johns Hopkins,MOLECULAR BIOLOGY AND GENETICS,Gn,7991507
George Washington,GENOMICS AND PRECISION MEDICINE,Gn,NA
Columbia-Vagelos,GENETICS AND DEVELOPMENT,Gn,12892758
Pennsylvania-Perelman,GENETICS,Gn,15518181
Yale,GENETICS,Gn,23410374
Stanford,GENETICS,Gn,32832336
U Washington,GENOME SCIENCES,Gn,25462298
Illinois,BIOCHEMISTRY AND MOLECULAR GENETICS,Gn,5611362
Washington U St Louis,GENETICS,Gn,30606436
Cornell-Weill,GENETIC MEDICINE,Gn,2149850
Einstein,GENETICS,Gn,NA
Chicago-Pritzker,HUMAN GENETICS,Gn,6428313
Emory,HUMAN GENETICS,Gn,15733951
Michigan,HUMAN GENETICS,Gn,8052873
Rochester,BIOMEDICAL GENETICS,Gn,5252382
Mount Sinai-Icahn,GENETICS AND GENOMIC SCIENCES,Gn,36019455
Michigan State,MICROBIOLOGY AND MOLECULAR GENETICS,Gn,1708447
UCLA-Geffen,HUMAN GENETICS,Gn,4387513
Wisconsin,MEDICAL GENETICS,Gn,5290618
Baylor,MOLECULAR AND HUMAN GENETICS,Gn,78237376
North Carolina,GENETICS,Gn,30390857
Oregon,MOLECULAR AND MEDICAL GENETICS,Gn,NA
Utah,HUMAN GENETICS,Gn,10006295
Alabama,GENETICS,Gn,21359614
Florida,PHYSIOLOGY AND FUNCTIONAL GENOMICS,Gn,1897162
Geisinger Commonwealth,MOLECULAR AND FUNCTIONAL GENOMICS,Gn,NA
FIU-Wertheim,HUMAN AND MOLECULAR GENETICS,Gn,437423
LSU New Orleans,GENETICS,Gn,1372477
Connecticut,GENETICS AND GENOME SCIENCES,Gn,8931180
UT Southwestern,MOLECULAR GENETICS,Gn,6631100
UT Rio Grande Valley,HUMAN GENETICS,Gn,NA
Uniformed Services-Hebert,ANATOMY PHYSIOLOGY AND GENETICS,Gn,NA
Temple-Katz,MEDICAL GENETICS AND MOLEC BIOCHEMISTRY,Gn;BCMP,861986
Cincinnati,MOLECULAR GENETICS BIOCHEMISTRY AND MICROBIOLOGY,Gn;BCMP;Mb,2230575
Chicago-Pritzker,MOLECULAR GENETICS AND CELL BIOLOGY,Gn;CB,7713370
Minnesota,GENETICS CELL BIOLOGY AND DEVELOPMENT,Gn;CB,11849678
Tennessee,GENETICS GENOMICS AND INFORMATICS,Gn;DBMI,1100742
Florida,MOLECULAR GENETICS AND MICROBIOL,Gn;Mb,9767366
New Mexico,MOLECULAR GENETICS AND MICROBIOLOGY,Gn;Mb,5538004
Harvard,HEALTH CARE POLICY,HCP,6787258
Dartmouth-Geisel,HEALTH POLICY AND CLINICAL PRACTICE,HCP,1373978
Virginia Commonwealth,HEALTH BEHAVIOR AND POLICY,HCP,1457463
UT Medical Branch,HEALTH POLICY AND LEGISLATIVE AFFAIRS,HCP,NA
Mayo-Alix,HEALTH CARE POLICY AND RESEARCH,HCP,NA
Southern Illinois,POPULATION SCIENCES AND POLICY,HCP,NA
Wake Forest,SOCIAL SCIENCES AND HEALTH POLICY,GHSM;HCP,4294754
Harvard,IMMUNOLOGY,Imm,NA
Tufts,IMMUNOLOGY,Imm,1173275
Yale,IMMUNOBIOLOGY,Imm,13745367
U Washington,IMMUNOLOGY,Imm,9769246
Washington U St Louis,PATHOLOGY AND IMMUNOLOGY,Imm,27414572
Duke,IMMUNOLOGY,Imm,4289393
Pittsburgh,IMMUNOLOGY,Imm,10095069
Rochester,CENTER FOR VACCINE BIOLOGY AND IMMUNOLOGY,Imm,2602424
Baylor,PATHOLOGY AND IMMUNOLOGY,Imm,8479997
Rutgers New Jersey,PATHOLOGY IMMUNOLOGY AND LABORATORY MEDICINE,Imm,NA
Florida,PATHOLOGY IMMUNOL AND LAB MEDICINE,Imm,8666737
FIU-Wertheim,IMMUNOLOGY AND NANO-MEDICINE,Imm,2901831
Mayo-Alix,IMMUNOLOGY,Imm,NA
Arizona,IMMUNOBIOLOGY,Imm,7778770
Connecticut,IMMUNOLOGY,Imm,2787535
UT Southwestern,IMMUNOLOGY,Imm,2277410
Case Western Reserve,PATHOLOGY,NA,18277120
Colorado,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,13586898
Albany,IMMUNOLOGY AND MICROBIAL DISEASE,Imm;Mb,4190772
Texas Tech,IMMUNOLOGY AND MOLECULAR MICROBIOLOGY,Imm;Mb,30525
UT Rio Grande Valley,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,NA
Harvard,MICROBIOLOGY,Mb,19842769
Case Western Reserve,MOLECULAR BIOL AND MICROBIOLOGY,Mb,2719717
Johns Hopkins,MOLECULAR AND COMPARATIVE PATHOBIOLOGY,Mb,9871796
Pennsylvania-Perelman,MICROBIOLOGY,Mb,18059363
Yale,MICROBIAL PATHOGENESIS,Mb,8991908
U Washington,MICROBIOLOGY,Mb,9533935
NYU-Grossman,MICROBIOLOGY,Mb,14957485
Illinois,MICROBIOLOGY,Mb,NA
Washington U St Louis,MOLECULAR MICROBIOLOGY,Mb,17204380
Chicago-Pritzker,MICROBIOLOGY,Mb,5424991
Nebraska,PATHOLOGY AND MICROBIOLOGY,Mb,7526151
Ponce,MICROBIOLOGY,Mb,202810
Mount Sinai-Icahn,MICROBIOLOGY,Mb,24469739
Michigan State,MICROBIOLOGY AND MOLECULAR GENETICS,Mb,1708447
Baylor,MOLECULAR VIROLOGY AND MICROBIOLOGY,Mb,8376615
Massachusetts,MICROBIOLOGY AND PHYSIOLOGICAL SYSTEMS,Mb,7874730
Alabama,MICROBIOLOGY,Mb,14433331
Howard,MICROBIOLOGY,Mb,763750
UT Southwestern,MICROBIOLOGY,Mb,5507362
Puerto Rico,MICROBIOLOGY,Mb,479562
Rutgers New Jersey,MICROBIOLOGY BIOCHEM AND MOLECULAR GENETICS,Mb;BCMP;Gn,5970305
Tufts,MOLECULAR BIOLOGY AND MICROBIOLOGY,Mb;Gn,9217813
Duke,MOLECULAR GENETICS AND MICROBIOLOGY,Mb;Gn,23036094
Pittsburgh,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,18014092
Vermont-Larner,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,2939016
UC Irvine,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,3546648
UT Houston-McGovern,MICROBIOLOGY AND MOLEC GENETICS,Mb;Gn,6866197
Kansas,MICROBIOLOGY MOLECULAR GENETICS AND IMMUNOLOGY,Mb;Gn;Imm,2989181
Harvard,MICROBIOLOGY AND IMMUNOBIOLOGY,Mb;Imm,NA
Boston,MICROBIOLOGY,Mb;Imm,17063546
Northwestern-Feinberg,MICROBIOLOGY-IMMUNOLOGY,Mb;Imm,11743035
Drexel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,3808583
George Washington,MICROBIOLOGY IMMUNOLOGY AND TROPICAL MEDICINE,Mb;Imm,8852251
Georgetown,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,385698
Columbia-Vagelos,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,6955625
Ohio State,MICROBIAL INFECTION AND IMMUNITY,Mb;Imm,5835410
Stanford,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,11584943
Indiana,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,9182917
Jefferson-Kimmel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,4068807
UC San Fransisco,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,11447313
Miami-Miller,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,8832076
Illinois,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,4219742
Tulane,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,10279108
Wake Forest,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1355290
Wayne State,IMMUNOLOGY AND MICROBIOLOGY,Mb;Imm,1140880
Cornell-Weill,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,16224249
Brown-Alpert,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,4769968
Einstein,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Temple-Katz,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1296681
Temple-Katz,NEUROVIROLOGY AND GENE EDITING,Mb;Imm,NA
Temple-Katz,LUNG RESEARCH CENTER,Mb;Imm,661297
Dartmouth-Geisel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,16600455
New York Medical,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,246000
Emory,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,15460437
Minnesota,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,5996594
Michigan,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,17802026
Virginia Commonwealth,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,4402405
Chicago Med Franklin,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1474302
Loyola Stritch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,5189479
Penn State,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,2794115
Rochester,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,10929675
Saint Louis,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1505523
Creighton,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1879773
Wisconsin,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,4494324
Iowa-Carver,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,9622526
Virginia,MICROBIOLOGY IMMUN AND CANCER BIOLOGY,Mb;Imm,8756013
North Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,23377035
Toledo,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,797339
Maryland,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,18623746
Buffalo-Jacobs,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,5175031
Oregon,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Rush,MICROBIAL PATHOGENS AND IMMUNITY,Mb;Imm,1666492
Louisville,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,4066124
SUNY Upstate,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,2577939
MU South Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,7859790
UT Medical Branch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,29617999
Renaissance Stony Brook,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Oklahoma,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,6541669
Meharry,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,727500
Arkansas,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,5993290
South Carolina Columbia,PATHOLOGY MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,6946588
UC Davis,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,14779576
LSU New Orleans,MICROBIOLOGY IMMUN AND PARASITOLOGY,Mb;Imm,1099408
Missouri Columbia,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,3439238
LSU Shreveport,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,2864236
Mississippi,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Caribe,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
South Alabama,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Nevada Reno,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,570846
East Carolina-Brody,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1856797
Uniformed Services-Hebert,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Tennessee,MICROBIOLOGY IMMUNOLOGY AND BIOCHEMISTRY,Mb;Imm;BCMP,4592638
Morehouse,MICROBIOLOGY BIOCHEM AND IMMUNOLOGY,Mb;Imm;BCMP,5273170
West Virginia,MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,1678011
Southern Illinois,MEDICAL MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,327283
UCLA-Geffen,MICROBIOLOGY IMMUN AND MOLEC GENETICS,Mb;Imm;Gn,16801231
Kentucky,MICROBIOLOGY IMMUNOLOGY AND MOLECULAR GENETICS,Mb;Imm;Gn,2510822
UT San Antonio-Long,MICROBIOLOGY IMMUNOLOGY AND MOLEC GENETICS,Mb;Imm;Gn,6326035
Harvard,NEUROBIOLOGY,Nb,32134976
Southern Cal-Keck,PHYSIOLOGY AND NEUROSCIENCE,Nb,24088775
Boston,ANATOMY AND NEUROBIOLOGY,Nb,11612619
Case Western Reserve,NEUROSCIENCES,Nb,7917847
Johns Hopkins,NEUROSCIENCE,Nb,26973230
Northwestern-Feinberg,NEUROSCIENCE,Nb,NA
Drexel,NEUROBIOLOGY AND ANATOMY,Nb,5842508
Georgetown,NEUROSCIENCE,Nb,3027506
Tufts,NEUROSCIENCE,Nb,9473317
Columbia-Vagelos,NEUROSCIENCE,Nb,19465401
Ohio State,NEUROSCIENCE,Nb,6555313
Pennsylvania-Perelman,NEUROSCIENCE,Nb,18575304
Yale,NEUROSCIENCE,Nb,7206422
Stanford,NEUROBIOLOGY,Nb,15486744
U Washington,NEUROSCIENCE,Nb,NA
Jefferson-Kimmel,NEUROSCIENCE,Nb,4597417
NYU-Grossman,NEUROSCIENCE AND PHYSIOLOGY,Nb,687814
Washington U St Louis,NEUROSCIENCE,Nb,18300533
Duke,NEUROBIOLOGY,Nb,14004842
Wake Forest,NEUROBIOLOGY AND ANATOMY,Nb,7410551
Cornell-Weill,BRAIN AND MIND RESEARCH INSTITUTE,Nb,211748
Brown-Alpert,NEUROSCIENCE,Nb,8477238
Einstein,NEUROSCIENCE,Nb,NA
Temple-Katz,CENTER FOR SUBSTANCE ABUSE RESEARCH,Nb,4362737
Temple-Katz,ALZHEIMER'S CENTER,Nb,1021023
Temple-Katz,SHRINERS HOSPITALS PEDIATRIC RESEARCH CENTER,Nb,3941677
Chicago-Pritzker,NEUROBIOLOGY,Nb,11090138
Pittsburgh,NEUROBIOLOGY,Nb,12575398
Minnesota,NEUROSCIENCE,Nb,19187673
Chicago Med Franklin,NEUROSCIENCE,Nb,950843
Penn State,NEURAL AND BEHAVIORAL SCIENCES,Nb,6461042
Rochester,CENTER FOR NEUROTHERAPEUTICS DISCOVERY,Nb,643361
Rochester,CENTER FOR TRANSLATIONAL NEUROMED,Nb,1114092
Rochester,NEUROSCIENCE,Nb,4375260
Mount Sinai-Icahn,NEUROSCIENCE,Nb,37310076
Albany,NEUROSCIENCE AND EXPERIMENTAL THERAPEUTICS,Nb,294016
Michigan State,NEUROSCIENCE,Nb,4863818
UCLA-Geffen,NEUROBIOLOGY,Nb,9846338
Wisconsin,NEUROSCIENCE,Nb,9347349
West Virginia,NEUROSCIENCE,Nb,224250
Baylor,NEUROSCIENCE,Nb,20348823
Massachusetts,NEUROBIOLOGY,Nb,5160037
Virginia,NEUROSCIENCE,Nb,6826703
Kentucky,NEUROSCIENCE,Nb,7178164
Toledo,NEUROSCIENCES,Nb,848632
UC San Diego,NEUROSCIENCES,Nb,49036605
Maryland,ANATOMY AND NEUROBIOLOGY,Nb,10441394
Oregon,BEHAVIORAL NEUROSCIENCE,Nb,24510
Louisville,ANATOMICAL SCIENCES AND NEUROBIOLOGY,Nb,8508846
SUNY Upstate,NEUROSCIENCE AND PHYSIOLOGY,Nb,2066393
Utah,NEUROBIOLOGY AND ANATOMY,Nb,8262460
Tennessee,ANATOMY AND NEUROBIOLOGY,Nb,3639658
MU South Carolina,NEUROSCIENCE,Nb,16232401
MC Georgia Augusta,NEUROSCIENCE AND REGENERATIVE MEDICINE,Nb,6522037
Northeast Ohio,ANATOMY AND NEUROBIOLOGY,Nb,3707195
Alabama,NEUROBIOLOGY,Nb,6206740
Renaissance Stony Brook,NEUROBIOLOGY AND BEHAVIOR,Nb,NA
Arkansas,NEUROBIOLOGY AND DEVELOPMENTAL SCIS,Nb,2976636
Mayo-Alix,NEUROSCIENCE,Nb,NA
Florida State,NEUROSCIENCE,Nb,NA
UC Irvine,ANATOMY AND NEUROBIOLOGY,Nb,10736504
Morehouse,NEUROBIOLOGY,Nb,828375
UT Houston-McGovern,NEUROBIOLOGY AND ANATOMY,Nb,4475092
Mississippi,NEUROBIOLOGY AND ANATOMICAL SCIENCES,Nb,605461
Connecticut,NEUROSCIENCE,Nb,4295469
UT Southwestern,NEUROSCIENCE,Nb,15799522
New Mexico,NEUROSCIENCES,Nb,10636156
Texas A & M,NEUROSCIENCE AND EXPERIMENTAL THERAPEUTICS,Nb,1301480
Arizona,TRANSLATIONAL NEUROSCIENCES,Nb,NA
Caribe,NEUROSCIENCE,Nb,445968
South Dakota-Sanford,NEUORSCIENCES,Nb,NA
Puerto Rico,ANATOMY AND NEUROBIOLOGY,Nb,3535991
UT Rio Grande Valley,NEUROSCIENCE,Nb,NA
Iowa-Carver,NEUROSCIENCE AND PHARMACOLOGY,Nb;BCMP,4188543
Rutgers New Jersey,PHARMACOLOGY PHYSIOLOGY AND NEUROSCIENCE,Nb;BCMP,9569404
South Carolina Columbia,PHARMACOLOGY PHYSIOLOGY AND NEUROSCIENCE,Nb;BCMP,2228045
Texas Tech,PHARMACOLOGY AND NEUROSCIENCE,Nb;BCMP,2204446
MC Wisconsin,CELL BIOLOGY NEUROBIOLOGY AND ANATOMY,Nb;CB,4087293
Rutgers New Jersey,NEUROSCIENCE AND CELL BIOLOGY,Nb;CB,4716626
Wright State-Boonshoft,NEUROSCIENCE CELL BIOL AND PHYSIOLOGY,Nb;CB,1999517
Harvard,SYSTEMS BIOLOGY,SB,12562814
Case Western Reserve,POPULATION AND QUANTITATIVE HEALTH SCIENCES,GHSM;DBMI,8574170
Columbia-Vagelos,SYSTEMS BIOLOGY,SB,612352
Stanford,CHEMICAL AND SYSTEMS BIOLOGY,SB,6702186
UC San Fransisco,EPIDEMIOLOGY AND BIOSTATISTICS,DBMI,15930828
Washington U St Louis,BIOSTATISTICS,DBMI,1674793
Dartmouth-Geisel,MOLECULAR AND SYSTEMS BIOLOGY,SB,6983359
Pittsburgh,COMPUTATIONAL AND SYSTEMS BIOLOGY,SB,10778931
Virginia Commonwealth,BIOSTATISTICS,DBMI,363637
UCLA-Geffen,COMPUTATIONAL MEDICINE,DBMI,NA
Oregon,COMPUTATIONAL BIOLOGY,SB,1010711
MC Georgia Augusta,POPULATION HEALTH SCIENCES,GHSM,1738651
Florida,BIOSTATISTICS,DBMI,3782051
Arkansas,BIOSTATISTICS,DBMI,NA
Mayo-Alix,QUANTITATIVE HEALTH SCIENCES,DBMI,NA
Harvard,STEM CELL AND REGENERATIVE BIOLOGY,SCRB,15258115
Southern Cal-Keck,STEM CELL BIOLOGY AND REGENERATIVE MEDICINE,SCRB,141176
Illinois,PHARMACOLOGY AND REGENERATIVE MEDICINE,SCRB,NA
Wisconsin,CELL AND REGENERATIVE BIOLOGY,SCRB;CB,5483967
Boston,PATHOLOGY AND LABORATORY MEDICINE,NA,5331205
Southern Cal-Keck,INTEGRATIVE ANATOMICAL SCIENCE,NA,NA
Southern Cal-Keck,MEDICAL EDUCATION,NA,NA
Boston,MEDICAL SCIENCES AND EDUCATION,NA,NA
Case Western Reserve,ANATOMY,NA,NA
Case Western Reserve,BIOMEDICAL ENGINEERING,NA,3296259
Case Western Reserve,NUTRITION,NA,1547992
Johns Hopkins,BIOMEDICAL ENGINEERING,NA,11210428
Johns Hopkins,PHYSIOLOGY,NA,5508956
George Washington,PATHOLOGY,NA,NA
Georgetown,BIOLOGY,NA,NA
Georgetown,PATHOLOGY,NA,493219
Georgetown,RADIATION MEDICINE,NA,NA
Ohio State,BIOMEDICAL EDUCATION AND ANATOMY,NA,NA
Pennsylvania-Perelman,PHYSIOLOGY,NA,9890328
Yale,COMPARATIVE MEDICINE,NA,9344877
Yale,LABORATORY MEDICINE,NA,4054435
Stanford,BIOENGINEERING,NA,10799613
Stanford,COMPARATIVE MEDICINE,NA,3175475
Stanford,DEVELOPMENTAL BIOLOGY,NA,7835924
Stanford,EPIDEMIOLOGY AND POPULATION HEALTH,NA,NA
Stanford,STRUCTURAL BIOLOGY,NA,10510126
U Washington,BIOENGINEERING,NA,8275038
U Washington,BIOLOGICAL STRUCTURE,NA,6366399
U Washington,PATHOLOGY,NA,25287110
U Washington,MOLECULAR MEDICINE AND MECHANISMS OF DISEASE,NA,NA
U Washington,REHABILITATION MEDICINE,NA,1874170
Jefferson-Kimmel,CANCER BIOLOGY,NA,6983502
MC Wisconsin,BIOMEDICAL ENGINEERING,NA,2478533
MC Wisconsin,PHYSIOLOGY,NA,10898609
NYU-Grossman,ENVIRONMENTAL MEDICINE,NA,3948048
NYU-Grossman,PATHOLOGY,NA,29638993
UC San Fransisco,ANATOMY,NA,7772104
UC San Fransisco,LABORATORY MEDICINE,NA,6009987
UC San Fransisco,PHYSIOLOGY,NA,8598520
Miami-Miller,PUBLIC HEALTH SCIENCES,NA,11778520
Illinois,MOLECULAR AND INTEGRATIVE PHYSIOLOGY,NA,NA
Illinois,PATHOLOGY,NA,1136140
Illinois,CANCER BIOLOGY AND PHARMACOLOGY,NA,1129740
Illinois,BIOENGINEERING,NA,1955724
Washington U St Louis,DEVELOPMENTAL BIOLOGY,NA,8855264
Tulane,PATHOLOGY AND LABORATORY MEDICINE,NA,2940582
Tulane,PHYSIOLOGY,NA,1874300
Wake Forest,BIOMEDICAL ENGINEERING,NA,839588
Wake Forest,COMPARATIVE MEDICINE,NA,697403
Wake Forest,EPIDEMIOLOGY AND PREVENTION,NA,NA
Wake Forest,IMPLEMENTATION SCIENCE,NA,NA
Wake Forest,PUBLIC HEALTH SCIENCES,NA,7664104
Wayne State,OPHTHAMOLOGY VISUAL AND ANATOMICAL SCIENCES,NA,NA
Brown-Alpert,ECOLOGY AND EVOLUTIONARY BIOLOGY,NA,4849342
Brown-Alpert,PATHOLOGY AND LAB MEDICINE,NA,6620445
Brown-Alpert,MEDICAL SCIENCE,NA,NA
Einstein,ANATOMY AND STRUCTURAL BIOLOGY,NA,NA
Einstein,PATHOLOGY,NA,NA
Temple-Katz,CARDIOVASCULAR RESEARCH CENTER,NA,6997918
Temple-Katz,LEMOLE CENTER FOR INTEGRATED LYMPHATICS RESEARCH,NA,NA
Temple-Katz,CENTER FOR METABOLIC DISEASE RESEARCH,NA,2659002
Temple-Katz,THROMBOSIS RESEARCH CENTER,NA,3007883
Temple-Katz,PATHOLOGY AND LAB MEDICINE,NA,3323554
Dartmouth-Geisel,EPIDEMIOLOGY,NA,9665312
Chicago-Pritzker,ECOLOGY AND EVOLUTION,NA,2362821
Chicago-Pritzker,ORGANISMAL BIOLOGY AND ANATOMY,NA,4064040
Pittsburgh,DEVELOPMENTAL BIOLOGY,NA,3671919
Pittsburgh,PATHOLOGY,NA,9470749
Pittsburgh,STRUCTURAL BIOLOGY,NA,8010710
Eastern Virginia,PATHOLOGY AND ANATOMY,NA,NA
Eastern Virginia,PHYSIOLOGICAL SCIENCES,NA,165000
New York Medical,PATHOLOGY,NA,1025000
New York Medical,PHYSIOLOGY,NA,1244123
Emory,BIOMEDICAL ENGINEERING,NA,7166215
Emory,PATHOLOGY AND LAB MEDICINE,NA,26898797
Minnesota,INTEGRATIVE BIOLOGY AND PHYSIOLOGY,NA,5715784
Michigan,BIOMEDICAL ENGINEERING,NA,2763809
Michigan,LEARNING HEALTH SCIENCES,NA,1239517
Virginia Commonwealth,ANATOMY AND NEUROBIOLOGY,NA,2887400
Loyola Stritch,CELL AND MOLECULAR PHYSIOLOGY,BCMP;CB,3404645
Loyola Stritch,CANCER BIOLOGY,NA,NA
Penn State,COMPARATIVE MEDICINE,NA,NA
Penn State,PUBLIC HEALTH SCIENCES,NA,3716924
Rochester,BIOMEDICAL ENGINEERING,NA,3812119
Rochester,CANCER CENTER,NA,596984
Rochester,CENTER FOR COMMUNITY HEALTH AND PREVENTION,NA,NA
Rochester,CENTER FOR HEALTH AND TECHNOLOGY,NA,NA
Rochester,COMPARATIVE MEDICINE,NA,NA
Rochester,ENVIRONMENTAL MEDICINE,NA,7240829
Rochester,PATHOLOGY AND LAB MEDICINE,NA,648248
Rochester,PUBLIC HEALTH SCIENCES,NA,7977538
Nebraska,CELLULAR AND INTEGRATIVE PHYSIOLOGY,NA,3808713
Nebraska,ENVIRONMENTAL AGRICULTURAL AND OCCUPATIONAL HEALTH,NA,NA
Nebraska,EPIDEMIOLOGY,NA,NA
Nebraska,GENETICS CELL BIOLOGY AND ANATOMY,NA,1518831
Ponce,PHYSIOLOGY,NA,783892
Saint Louis,COMPARATIVE MEDICINE,NA,NA
Saint Louis,CLINICAL TRIALS OFFICE,NA,NA
Saint Louis,PATHOLOGY,NA,681750
Saint Louis,PHARMACOLOGICAL AND PHYSIOLOGICAL SCIENCE,NA,4781485
Colorado,PATHOLOGY,NA,2560416
Cincinnati,PATHOLOGY AND LAB MEDICINE,NA,4704963
Albany,MOLECULAR AND CELLULAR PHYSIOLOGY,BCMP;CB,1796029
Michigan State,EPIDEMIOLOGY AND BIOSTATISTICS,NA,7443788
Michigan State,PHYSIOLOGY,NA,NA
UCLA-Geffen,PHYSIOLOGY,NA,5805091
Creighton,PATHOLOGY,NA,NA
Wisconsin,ONCOLOGY,NA,8576420
Wisconsin,POPULATION HEALTH SCIENCES,NA,3362654
Iowa-Carver,PATHOLOGY,NA,5461584
Vermont-Larner,PATHOLOGY AND LABORATORY MEDICINE,NA,4074489
Vermont-Larner,PHARMACOLOGY,NA,2899905
West Virginia,PATHOLOGY ANATOMY AND LABORATORY MEDICINE,NA,NA
SUNY Downstate,PATHOLOGY,NA,NA
Baylor,EDUCATION INNOVATION AND TECHNOLOGY,NA,NA
Massachusetts,PATHOLOGY,NA,5336081
Virginia,BIOMEDICAL ENGINEERING,NA,3778278
Virginia,CELL BIOLOGY,NA,4660822
Virginia,PHARMACOLOGY,NA,8094442
Virginia,PUBLIC HEALTH SCIENCES,NA,4943923
North Carolina,BIOMEDICAL ENGINEERING,NA,9450922
North Carolina,NUTRITION,NA,NA
Kentucky,BEHAVIORAL SCIENCE,NA,2908883
Kentucky,PHYSIOLOGY,NA,12826367
Kentucky,TOXICOLOGY AND CANCER BIOLOGY,NA,7748002
Toledo,CANCER BIOLOGY,NA,340781
Toledo,PATHOLOGY,NA,NA
UC San Diego,PATHOLOGY,NA,13275221
Maryland,PHYSIOLOGY,NA,9014225
Buffalo-Jacobs,BIOMEDICAL ENGINEERING,NA,NA
