school,department_name,harvard_equivalent,nih_2018
Saint Louis,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,3545414
Saint Louis,COMPARATIVE MEDICINE,NA,NA
Saint Louis,CLINICAL TRIALS OFFICE,NA,NA
Saint Louis,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,2038960
Saint Louis,PATHOLOGY,NA,681750
Saint Louis,PHARMACOLOGICAL AND PHYSIOLOGICAL SCIENCE,NA,3534407
Mount Sinai-Icahn,CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,CB;SCRB,16219804
Mount Sinai-Icahn,GENETICS AND GENOMIC SCIENCES,Gn,32405003
Mount Sinai-Icahn,MICROBIOLOGY,Mb,24543982
Mount Sinai-Icahn,NEUROSCIENCE,Nb,31248479
Mount Sinai-Icahn,PATHOLOGY,BCMP,1927725
Mount Sinai-Icahn,PHARMACOLOGICAL SCIENCES,BCMP,19620428
Mount Sinai-Icahn,POPULATION HEALTH SCIENCE AND POLICY,GHSM,NA
Colorado,BIOCHEMISTRY AND MOLEC GENETICS,BCMP;Gn,7195030
Colorado,CELL AND DEVELOPMENTAL BIOLOGY,CB,6640354
Colorado,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,11731520
Colorado,PATHOLOGY,NA,2713879
Colorado,PHARMACOLOGY,BCMP,14712861
Colorado,PHYSIOLOGY AND BIOPHYSICS,BCMP,4314259
Vanderbilt,BIOCHEMISTRY,BCMP,NA
Vanderbilt,BIOMEDICAL INFORMATICS,DBMI,NA
Vanderbilt,CELL AND DEVELOPMENTAL BIOLOGY,CB,10108282
Vanderbilt,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,NA
Vanderbilt,PHARMACOLOGY,BCMP,NA
Cincinnati,PHARMACOLOGY AND SYSTEMS PHYSIOLOGY,BCMP,1032504
Cincinnati,MOLECULAR GENETICS BIOCHEMISTRY AND MICROBIOLOGY,Gn;BCMP;Mb,2769312
Cincinnati,ENVIRONMENTAL AND PUBLIC HEALTH SCIENCES,GHSM,7769125
Cincinnati,PATHOLOGY AND LAB MEDICINE,NA,4340943
Albany,MOLECULAR AND CELLULAR PHYSIOLOGY,NA,1232819
Albany,REGENERATIVE AND CANCER CELL BIOLOGY,CB,1354401
Albany,IMMUNOLOGY AND MICROBIAL DISEASE,Imm;Mb,3941260
Albany,NEUROSCIENCE AND EXPERIMENTAL THERAPEUTICS,Nb,15000
Michigan State,EPIDEMIOLOGY AND BIOSTATISTICS,NA,6731437
Michigan State,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,547525
Michigan State,MICROBIOLOGY AND MOLECULAR GENETICS,Mb,1852994
Michigan State,NEUROSCIENCE,Nb,NA
Michigan State,MICROBIOLOGY AND MOLECULAR GENETICS,Gn,1852994
Michigan State,PHARMACOLOGY AND TOXICOLOGY,BCMP,1051019
Michigan State,PHYSIOLOGY,NA,866675
UCLA-Geffen,BIOLOGICAL CHEMISTRY,BCMP,7804992
UCLA-Geffen,COMPUTATIONAL MEDICINE,SB,NA
UCLA-Geffen,HUMAN GENETICS,Gn,5467917
UCLA-Geffen,MICROBIOLOGY IMMUN AND MOLEC GENETICS,Mb;Imm;Gn,12835206
UCLA-Geffen,MOLECULAR AND MED PHARMACOLOGY,BCMP,4986278
UCLA-Geffen,NEUROBIOLOGY,Nb,9447408
UCLA-Geffen,PHYSIOLOGY,NA,5616076
Creighton,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1863252
Creighton,MEDICAL HUMANITIES,GHSM,NA
Creighton,PATHOLOGY,NA,NA
Creighton,PHARMACOLOGY,BCMP;Nb,935225
Wisconsin,BIOMOLECULAR CHEMISTRY,BCMP,9585314
Wisconsin,BIOSTATISTICS AND MED INFORMATICS,DBMI,4539638
Wisconsin,CELL AND REGENERATIVE BIOLOGY,SCRB,4610612
Wisconsin,MEDICAL GENETICS,Gn,2361391
Wisconsin,MEDICAL HISTORY AND BIOETHICS,GHSM,NA
Wisconsin,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,4408978
Wisconsin,MEDICAL PHYSICS,BCMP,6674414
Wisconsin,NEUROSCIENCE,Nb,10829680
Wisconsin,ONCOLOGY,NA,7267080
Wisconsin,POPULATION HEALTH SCIENCES,NA,2910692
Iowa-Carver,ANATOMY AND CELL BIOLOGY,CB,7299914
Iowa-Carver,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,4526899
Iowa-Carver,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,10118308
Iowa-Carver,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,7616363
Iowa-Carver,NEUROSCIENCE AND PHARMACOLOGY,Nb;BCMP,6487064
Iowa-Carver,PATHOLOGY,NA,6762218
Vermont-Larner,BIOCHEMISTRY,BCMP,2730073
Vermont-Larner,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,3724915
Vermont-Larner,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,2846958
Vermont-Larner,PATHOLOGY AND LABORATORY MEDICINE,NA,5109376
Vermont-Larner,PHARMACOLOGY,NA,2302418
West Virginia,BIOCHEMISTRY,BCMP,2793481
West Virginia,HEALTH INFORMATICS AND INFORMATION MANAGEMENT,DBMI,NA
West Virginia,MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,703125
West Virginia,NEUROSCIENCE,Nb,NA
West Virginia,PATHOLOGY ANATOMY AND LABORATORY MEDICINE,NA,NA
West Virginia,PHYSIOLOGY PHARMACOLOGY AND NEUROSCIENCE,BCMP,3621677
SUNY Downstate,CELL BIOLOGY,CB,2644556
SUNY Downstate,PATHOLOGY,NA,NA
SUNY Downstate,PHYSIOLOGY AND PHARMACOLOGY,BCMP,2417980
Baylor,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,5034767
Baylor,EDUCATION INNOVATION AND TECHNOLOGY,NA,NA
Baylor,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,9166938
Baylor,MOLECULAR VIROLOGY AND MICROBIOLOGY,Mb,8505908
Baylor,MOLECULAR AND CELLULAR BIOLOGY,CB,13881753
Baylor,MOLECULAR AND HUMAN GENETICS,Gn,71920646
Baylor,NEUROSCIENCE,Nb,13419844
Baylor,PATHOLOGY AND IMMUNOLOGY,Imm,8961601
Baylor,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,2399012
Massachusetts,BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY,BCMP,12509255
Massachusetts,MICROBIOLOGY AND PHYSIOLOGICAL SYSTEMS,Mb,6851894
Massachusetts,MOLECULAR CELL AND CANCER BIOLOGY,CB,15195435
Massachusetts,NEUROBIOLOGY,Nb,5092047
Massachusetts,PATHOLOGY,NA,6756922
Massachusetts,POPULATION AND QUANTITATIVE HEALTH SCIENCES,GHSM,5937861
Virginia,BIOCHEMISTRY AND MOLECULAR GENETICS,BCMP;Gn,7250125
Virginia,BIOMEDICAL ENGINEERING,NA,2595284
Virginia,CELL BIOLOGY,NA,2947189
Virginia,MICROBIOLOGY IMMUN AND CANCER BIOLOGY,Mb;Imm,10895514
Virginia,MOLECULAR PHYSIOLOGY AND BIOLOGICAL PHYSICS,BCMP,9638234
Virginia,NEUROSCIENCE,Nb,8446433
Virginia,PHARMACOLOGY,Nb,6571438
Virginia,PUBLIC HEALTH SCIENCES,NA,6398630
North Carolina,BIOCHEMISTRY AND BIOPHYSICS,BCMP,19289805
North Carolina,BIOMEDICAL ENGINEERING,NA,4350626
North Carolina,CELL BIOLOGY AND PHYSIOLOGY,CB,12218009
North Carolina,GENETICS,Gn,30039063
North Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,21607680
North Carolina,NUTRITION,NA,NA
North Carolina,PHARMACOLOGY,BCMP,19729691
North Carolina,SOCIAL MEDICINE,GHSM,1719387
Kentucky,BEHAVIORAL SCIENCE,NA,3076607
Kentucky,MICROBIOLOGY IMMUNOLOGY AND MOLECULAR GENETICS,Mb;Imm;Gn,2385056
Kentucky,MOLECULAR AND CELLULAR BIOCHEMISTRY,BCMP,10493391
Kentucky,NEUROSCIENCE,Nb,3360688
Kentucky,PHARMACOLOGY AND NUTRITIONAL SCIENCES,BCMP,11592847
Kentucky,PHYSIOLOGY,NA,16143057
Kentucky,TOXICOLOGY AND CANCER BIOLOGY,NA,7264167
Toledo,CANCER BIOLOGY,NA,76750
Toledo,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,976214
Toledo,NEUROSCIENCES,Nb,2836600
Toledo,PATHOLOGY,NA,NA
Toledo,PHYSIOLOGY AND PHARMACOLOGY,BCMP,NA
UC San Diego,CELLULAR AND MOLECULAR MEDICINE,CB,21869465
UC San Diego,NEUROSCIENCES,Nb,27545146
UC San Diego,PATHOLOGY,NA,12625197
UC San Diego,PHARMACOLOGY,BCMP,21688788
Maryland,ANATOMY AND NEUROBIOLOGY,Nb,7051872
Maryland,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,6557270
Maryland,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,9417092
Maryland,PHARMACOLOGY,BCMP,4474756
Maryland,PHYSIOLOGY,NA,8194740
Buffalo-Jacobs,BIOCHEMISTRY,BCMP,3264879
Buffalo-Jacobs,BIOMEDICAL ENGINEERING,NA,NA
Buffalo-Jacobs,BIOMEDICAL INFORMATICS,DBMI,707523
Buffalo-Jacobs,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,9870776
Buffalo-Jacobs,PATHOLOGY AND ANATOMICAL SCIENCES,NA,297485
Buffalo-Jacobs,PHARMACOLOGY AND TOXICOLOGY,BCMP,1635561
Buffalo-Jacobs,PHYSIOLOGY AND BIOPHYSICS,BCMP,3005334
Buffalo-Jacobs,STRUCTURAL BIOLOGY,NA,315013
Oregon,BEHAVIORAL NEUROSCIENCE,Nb,14322949
Oregon,BIOMEDICAL ENGINEERING,NA,9301093
Oregon,CELL DEVELOPMENTAL AND CANCER BIOLOGY,CB,3530614
Oregon,CHEMICAL PHYSIOLOGY AND BIOCHEMISTRY,BCMP,NA
Oregon,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,2259950
Oregon,PHYSIOLOGY AND PHARMACOLOGY,BCMP,7907961
Oregon,MEDICAL INFORMATICS AND CLINICAL EPIDEMIOLOGY,DBMI,2061491
Oregon,COMPUTATIONAL BIOLOGY,SB,966623
Oregon,MOLECULAR AND MEDICAL GENETICS,Gn,5105585
Oregon,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,7325866
Rush,ANATOMY AND CELL BIOLOGY,CB,1008896
Rush,MICROBIAL PATHOGENS AND IMMUNITY,Mb;Imm,44524
Rush,PATHOLOGY,NA,NA
Rush,PHYSIOLOGY AND BIOPHYSICS,BCMP,3758485
Rush,PREVENTIVE MEDICINE,GHSM,1287243
Louisville,ANATOMICAL SCIENCES AND NEUROBIOLOGY,Nb,8349743
Louisville,BIOCHEMISTRY AND MOLECULAR GENETICS,BCMP;Gn,1553764
Louisville,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,5333261
Louisville,PHARMACOLOGY AND TOXICOLOGY,BCMP,4534616
Louisville,PHYSIOLOGY,NA,3273307
Loma Linda,BASIC SCIENCES,BCMP,6017097
Loma Linda,PATHOLOGY AND HUMAN ANATOMY,NA,360547
SUNY Upstate,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,3331740
SUNY Upstate,CELL AND DEVELOPMENTAL BIOLOGY,CB,1200306
SUNY Upstate,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1351647
SUNY Upstate,NEUROSCIENCE AND PHYSIOLOGY,Nb,1494877
SUNY Upstate,PHARMACOLOGY,BCMP,1101600
Rutgers New Jersey,CELL BIOLOGY AND MOLECULAR MEDICINE,CB;BCMP,NA
Rutgers New Jersey,MICROBIOLOGY BIOCHEM AND MOLECULAR GENETICS,Mb;BCMP;Gn,NA
Rutgers New Jersey,PHARMACOLOGY PHYSIOLOGY AND NEUROSCIENCE,Nb;BCMP,NA
Rutgers New Jersey,PATHOLOGY IMMUNOLOGY AND LABORATORY MEDICINE,Imm,NA
Utah,BIOCHEMISTRY,BCMP,11412418
Utah,BIOMEDICAL INFORMATICS,DBMI,1945817
Utah,HUMAN GENETICS,Gn,9633360
Utah,NEUROBIOLOGY AND ANATOMY,Nb,6046883
Utah,ONCOLOGICAL SCIENCES,NA,4912810
Utah,PATHOLOGY,NA,9493030
Utah,POPULATION HEALTH SCIENCES,GHSM,3921998
Tennessee,ANATOMY AND NEUROBIOLOGY,Nb,3472960
Tennessee,GENETICS GENOMICS AND INFORMATICS,Gn;DBMI,1587107
Tennessee,MICROBIOLOGY IMMUNOLOGY AND BIOCHEMISTRY,Mb;Imm;BCMP,228000
Tennessee,PATHOLOGY,NA,NA
Tennessee,PHARMACOLOGY,BCMP,4797278
Tennessee,PHYSIOLOGY,NA,6574192
Tennessee,PREVENTIVE MEDICINE,NA,2957344
UT San Antonio-Long,BIOCHEMISTRY AND STRUCTURAL BIOLOGY,BCMP,2390142
UT San Antonio-Long,CELLULAR AND INTEGRATIVE PHYSIOLOGY,NA,4343984
UT San Antonio-Long,CELL SYSTEMS AND ANATOMY,NA,4240923
UT San Antonio-Long,EPIDEMIOLOGY AND BIOSTATISTICS,DBMI,789618
UT San Antonio-Long,MICROBIOLOGY IMMUNOLOGY AND MOLEC GENETICS,Mb;Imm;Gn,6200878
UT San Antonio-Long,MOLECULAR MEDICINE,NA,9113838
UT San Antonio-Long,PHARMACOLOGY,NA,8079908
UT San Antonio-Long,POPULATION HEALTH SERVICES,GHSM,NA
MU South Carolina,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,7153942
MU South Carolina,COMPARATIVE MEDICINE,NA,NA
MU South Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,9591317
MU South Carolina,NEUROSCIENCE,Nb,15530101
MU South Carolina,PATHOLOGY AND LAB MEDICINE,NA,1702790
MU South Carolina,PHARMACOLOGY,NA,NA
MU South Carolina,PUBLIC HEALTH SCIENCES,NA,7697493
MU South Carolina,REGENERATIVE MEDICINE AND CELL BIOLOLGY,CB,879050
Rutgers New Jersey,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,NA
Rutgers New Jersey,NEUROSCIENCE AND CELL BIOLOGY,Nb;CB,NA
Rutgers New Jersey,PATHOLOGY AND LABORATORY MEDICINE,NA,NA
Rutgers New Jersey,PHARMACOLOGY,NA,NA
MC Georgia Augusta,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,3237334
MC Georgia Augusta,CELLULAR BIOLOGY AND ANATOMY,CB,3234746
MC Georgia Augusta,NEUROSCIENCE AND REGENERATIVE MEDICINE,Nb,4387437
MC Georgia Augusta,PATHOLOGY,NA,1432402
MC Georgia Augusta,PHARMACOLOGY AND TOXICOLOGY,NA,5534218
MC Georgia Augusta,PHYSIOLOGY,NA,5515821
MC Georgia Augusta,POPULATION HEALTH SCIENCES,SB,76000
Northeast Ohio,ANATOMY AND NEUROBIOLOGY,Nb,2932965
Northeast Ohio,PATHOLOGY,NA,NA
UT Medical Branch,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,4529604
UT Medical Branch,BIOSTATISTICS,NA,NA
UT Medical Branch,HEALTH POLICY AND LEGISLATIVE AFFAIRS,HCP,NA
UT Medical Branch,INSTITUTE FOR TRANSLATIONAL SCIENCES,NA,NA
UT Medical Branch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,26192248
UT Medical Branch,NEUROSCIENCE CELL BIOLOGY AND ANATOMY,CB,NA
UT Medical Branch,PATHOLOGY,NA,8723807
UT Medical Branch,PHARMACOLOGY AND TOXICOLOGY,NA,5884236
UT Medical Branch,PREVENTIVE MEDICINE AND COMMUNITY HEALTH,GHSM,3499145
Alabama,BIOCHEMISTRY AND MOLEC GENETICS,BCMP;Gn,3576080
Alabama,BIOMEDICAL ENGINEERING,NA,5285777
Alabama,CELL DEVELOPMENTAL AND INTEGRATIVE BIOLOGY,CB,13908595
Alabama,GENETICS,Gn,14680250
Alabama,MICROBIOLOGY,Mb,9747471
Alabama,NEUROBIOLOGY,Nb,6305039
Alabama,PATHOLOGY,NA,14909839
Alabama,PHARMACOLOGY AND TOXICOLOGY,NA,1291353
Oakland Beaumont,FOUNDATIONAL MEDICAL STUDIES,NA,NA
Renaissance Stony Brook,ANATOMICAL SCIENCES,NA,NA
Renaissance Stony Brook,BIOCHEMISTRY AND CELL BIOLOGY,BCMP;CB,NA
Renaissance Stony Brook,BIOMEDICAL ENGINEERING,NA,NA
Renaissance Stony Brook,BIOMEDICAL INFORMATICS,DBMI,NA
Renaissance Stony Brook,FAMILY POPULATION AND PREVENTIVE MEDICINE,GHSM,NA
Renaissance Stony Brook,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Renaissance Stony Brook,NEUROBIOLOGY AND BEHAVIOR,Nb,NA
Renaissance Stony Brook,PATHOLOGY,NA,NA
Renaissance Stony Brook,PHYSIOLOGY AND BIOPHYSICS,BCMP,NA
Florida,AGING AND GERIATRIC RESEARCH,NA,9945473
Florida,ANATOMY AND CELL BIOLOGY,CB,1574499
Florida,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,2681391
Florida,BIOSTATISTICS,SB,7738106
Florida,EPIDEMIOLOGY,NA,NA
Florida,HEALTH OUTCOMES AND BIOMEDICAL INFORMATICS,DBMI,NA
Florida,MOLECULAR GENETICS AND MICROBIOL,Gn;Mb,7397861
Florida,PATHOLOGY IMMUNOL AND LAB MEDICINE,Imm,8057121
Florida,PHARMACOLOGY AND THERAPEUTICS,BCMP,5185574
Florida,PHYSIOLOGY AND FUNCTIONAL GENOMICS,Gn,2674190
Oklahoma,BIOCHEMISTRY AND MOLECULAR BIOL,BCMP,830153
Oklahoma,CELL BIOLOGY,CB,3708380
Oklahoma,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,6602896
Oklahoma,PHYSIOLOGY,NA,4347121
Geisinger Commonwealth,POPULATION HEALTH SCIENCES,NA,NA
Geisigner Commonwealth,TRANSLATIONAL DATA SCIENCE AND INFORMATICS,DBMI,NA
Geisinger Commonwealth,MOLECULAR AND FUNCTIONAL GENOMICS,Gn,NA
FIU-Wertheim,CELLULAR BIOLOGY AND PHARMACOLOGY,BCMP,803601
FIU-Wertheim,HUMAN AND MOLECULAR GENETICS,Gn,749805
FIU-Wertheim,IMMUNOLOGY AND NANO-MEDICINE,Imm,NA
Missouri Kansas City,BIOMEDICAL AND HEALTH INFORMATICS,DBMI,40895
Missouri Kansas City,MEDICAL HUMANITIES AND BIOETHICS,GHSM,NA
Meharry,BIOCHEMISTRY AND CANCER BIOLOGY,BCMP;Nb,5864961
Meharry,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,878544
Meharry,PROFESSIONAL AND MEDICAL EDUCATION,NA,NA
Arkansas,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,2769129
Arkansas,BIOMEDICAL INFORMATICS,DBMI,3033387
Arkansas,BIOSTATISTICS,SB,NA
Arkansas,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,5891088
Arkansas,NEUROBIOLOGY AND DEVELOPMENTAL SCIS,Nb,4124018
Arkansas,PHARMACOLOGY AND TOXICOLOGY,BCMP,1282591
Arkansas,PHYSIOLOGY AND CELL BIOLOGY,CB,5066569
South Carolina Columbia,CELL BIOLOGY AND ANATOMY,CB,1508799
South Carolina Columbia,PATHOLOGY MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,8365955
South Carolina Columbia,PHARMACOLOGY PHYSIOLOGY AND NEUROSCIENCE,Nb;BCMP,2209460
UC Davis,BIOCHEMISTRY AND MOLECULAR MEDICINE,BCMP,11114600
UC Davis,CELL BIOLOGY AND HUMAN ANATOMY,CB,12143663
UC Davis,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
UC Davis,PHARMACOLOGY,BCMP,9864022
UC Davis,PHYSIOLOGY AND MEMBRANE BIOLOGY,NA,5361676
UC Davis,PUBLIC HEALTH SCIENCES,NA,14957256
LSU New Orleans,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,NA
LSU New Orleans,CELL BIOLOGY AND ANATOMY,CB,933853
LSU New Orleans,GENETICS,Gn,1758998
LSU New Orleans,MICROBIOLOGY IMMUN AND PARASITOLOGY,Mb;Imm,644291
LSU New Orleans,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,2428504
LSU New Orleans,PHYSIOLOGY,NA,5299954
Missouri Columbia,BIOCHEMISTRY,BCMP,5271105
Missouri Columbia,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,3851709
Missouri Columbia,PATHOLOGY AND ANATOMICAL SCIENCES,NA,477875
Missouri Columbia,HEALTH MANAGEMENT AND INFORMATICS,GHSM;DBMI,NA
Missouri Columbia,MEDICAL PHARMACOLOGY AND PHYSIOLOGY,BCMP,3681578
Mayo-Alix,ARTIFICIAL INTELLIGENCE AND INFORMATICS,DBMI,NA
Mayo-Alix,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,NA
Mayo-Alix,BIOMEDICAL STATISTICS AND INFORMATICS,SB;DBMI,NA
Mayo-Alix,CANCER BIOLOGY,NA,NA
Mayo-Alix,EXPERIMENTAL PATHOLOGY AND LABORATORY MEDICINE,NA,NA
Mayo-Alix,HEALTH CARE POLICY AND RESEARCH,HCP,NA
Mayo-Alix,IMMUNOLOGY,Imm,NA
Mayo-Alix,MOLECULAR MEDICINE,NA,NA
Mayo-Alix,MOLECULAR PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,NA
Mayo-Alix,NEUROSCIENCE,Nb,NA
Mayo-Alix,PHYSIOLOGY AND BIOMEDICAL ENGINEERING,NA,NA
Mayo-Alix,QUANTITATIVE HEALTH SCIENCES,SB,NA
Florida State,BEHAVIORAL SCIENCES AND SOCIAL MEDICINE,GHSM,5850384
Florida State,BIOMEDICAL SCIENCES,NA,6380153
Florida State,NEUROSCIENCE,Nb,NA
Florida State,MOLECULAR BIOPHYSICS,BCMP,NA
Howard,ANATOMY,NA,190616
Howard,BIOCHEM AND MOLECULAR BIOLOGY,BCMP,1946502
Howard,MICROBIOLOGY,Mb,377500
Howard,PATHOLOGY,NA,NA
Howard,PHARMACOLOGY,BCMP,NA
Howard,PHYSIOLOGY AND BIOPHYSICS,BCMP,36594
LSU Shreveport,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,839188
LSU Shreveport,CELLULAR BIOLOGY AND ANATOMY,CB,1670014
LSU Shreveport,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,3179880
LSU Shreveport,MOLECULAR AND CELLULAR PHYSIOLOGY,NA,725000
LSU Shreveport,PHARMACOLOGY TOXICOLOGY AND NEUROSCIENCE,NA,438000
UC Irvine,ANATOMY AND NEUROBIOLOGY,Nb,6260741
UC Irvine,BIOLOGICAL CHEMISTRY,BCMP,4368099
UC Irvine,EPIDEMIOLOGY,NA,981827
UC Irvine,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,4640676
UC Irvine,PHARMACOLOGY,BCMP,1151862
UC Irvine,PHYSIOLOGY AND BIOPHYSICS,BCMP,8751114
California Northstate,BASIC SCIENCE,NA,NA
Zucker Hofstra Northwell,MOLECULAR MEDICINE,BCMP,NA
Zucker Hofstra Northwell,OCCUPATIONAL MEDICINE EPIDEMIOLOGY AND PREVENTION,GHSM,NA
Zucker Hofstra Northwell,PATHOLOGY AND LABORATORY MEDICINE,NA,NA
Wright State-Boonshoft,BIOCHEMISTRY AND MOLEC BIOLOGY,BCMP,1146550
Wright State-Boonshoft,NEUROSCIENCE CELL BIOL AND PHYSIOLOGY,Nb;CB,1449805
Wright State-Boonshoft,PATHOLOGY,NA,NA
Wright State-Boonshoft,PHARMACOLOGY AND TOXICOLOGY,NA,1305819
Wright State-Boonshoft,POPULATION AND PUBLIC HEALTH SCIENCES,NA,766158
Morehouse,COMMUNITY HEALTH AND PREVENTIVE MEDICINE,NA,1451321
Morehouse,MICROBIOLOGY BIOCHEM AND IMMUNOLOGY,Mb;Imm;BCMP,5790901
Morehouse,NEUROBIOLOGY,Nb,1173725
Morehouse,PATHOLOGY AND ANATOMY,NA,1344250
Morehouse,PHARMACOLOGY AND TOXICOLOGY,NA,882700
Morehouse,PHYSIOLOGY,NA,677340
Arizona,CELLULAR AND MOLECULAR MEDICINE,CB,4937170
Arizona,CHEMISTRY AND BIOCHEMISTRY,BCMP,3402112
Arizona,IMMUNOBIOLOGY,Imm,7194695
Arizona,PHARMACOLOGY,BCMP,5876618
Arizona,PHYSIOLOGY,NA,6111960
UT Houston-McGovern,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,6126921
UT Houston-McGovern,INTEGRATIVE BIOLOGY AND PHARMACOLOGY,BCMP,7896530
UT Houston-McGovern,MICROBIOLOGY AND MOLEC GENETICS,Mb;Gn,6128159
UT Houston-McGovern,NEUROBIOLOGY AND ANATOMY,Nb,5702940
UT Houston-McGovern,PATHOLOGY AND LABORATORY MEDICINE,NA,1876449
South Carolina Greenville,BIOMEDICAL SCIENCES,CB,NA
Mississippi,CELL AND MOLECULAR BIOLOGY,CB;BCMP,193750
Mississippi,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Mississippi,NEUROBIOLOGY AND ANATOMICAL SCIENCES,Nb,1151180
Mississippi,PATHOLOGY,NA,494319
Mississippi,PHARMACOLOGY AND TOXICOLOGY,NA,3106402
Mississippi,PHYSIOLOGY AND BIOPHYSICS,BCMP,16388565
Mississippi,PREVENTIVE MEDICINE,NA,NA
Connecticut,CELL BIOLOGY,CB,3072497
Connecticut,GENETICS AND GENOME SCIENCES,Gn,7858478
Connecticut,IMMUNOLOGY,Imm,2640941
Connecticut,MOLECULAR BIOLOGY AND BIOPHYSICS,BCMP,3757000
Connecticut,NEUROSCIENCE,Nb,6928536
Connecticut,PATHOLOGY AND LABORATORY MEDICINE,NA,NA
Connecticut,PUBLIC HEALTH SCIENCES,NA,NA
UCF,SCHOOL OF BIOMEDICAL SCIENCES,NA,6810809
UCF,POPULATION HEALTH SCIENCES,GHSM,NA
Cooper Rowan,BIOMEDICAL SCIENCES,NA,NA
UT Southwestern,BIOCHEMISTRY,BCMP,7945896
UT Southwestern,BIOPHYSICS,BCMP,6776430
UT Southwestern,CELL BIOLOGY,CB,5302008
UT Southwestern,IMMUNOLOGY,Imm,3291036
UT Southwestern,BIOINFORMATICS,DBMI,NA
UT Southwestern,MICROBIOLOGY,Mb,6373246
UT Southwestern,MOLECULAR BIOLOGY,BCMP,9219615
UT Southwestern,MOLECULAR GENETICS,Gn,6312880
UT Southwestern,NEUROSCIENCE,Nb,11769041
UT Southwestern,PHARMACOLOGY,BCMP,4880598
UT Southwestern,PHYSIOLOGY,NA,3384936
UT Southwestern,POPULATION AND DATA SCIENCES,NA,NA
Western Michigan-Stryker,BIOMEDICAL INFORMATICS,DBMI,NA
Western Michigan-Stryker,BIOMEDICAL SCIENCES,NA,NA
Western Michigan-Stryker,MEDICAL ETHICS HUMANITIES AND LAW,NA,NA
Western Michigan-Stryker,PATHOLOGY,NA,NA
New Mexico,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,499757
New Mexico,CELL BIOLOGY AND PHYSIOLOGY,CB,1494823
New Mexico,MOLECULAR GENETICS AND MICROBIOLOGY,Gn;Mb,4927802
New Mexico,NEUROSCIENCES,Nb,6417370
