school,department_name,harvard_equivalent,nih_2020
Zucker Hofstra Northwell,OCCUPATIONAL MEDICINE EPIDEMIOLOGY AND PREVENTION,GHSM,NA
UCF,POPULATION HEALTH SCIENCES,GHSM,NA
Hawaii-Burns,NATIVE HAWAIIAN HEALTH,GHSM,77791
Texas A & M,HUMANITIES IN MEDICINE,GHSM,NA
Southern Illinois,MEDICAL HUMANITIES,GHSM,NA
Arizona,BIOETHICS AND MEDICAL HUMANISM,GHSM,NA
East Carolina-Brody,BIOETHICS AND INTERDISCIPLINARY STUDIES,GHSM,NA
UC Riverside,SOCIAL MEDICINE POPULATION AND PUBLIC HEALTH,GHSM,622427
Kansas,HISTORY AND PHILOSOPHY OF MEDICINE,GHSM,NA
Missouri Columbia,HEALTH MANAGEMENT AND INFORMATICS,GHSM;DBMI,NA
Pennsylvania-Perelman,MEDICAL ETHICS AND HEALTH POLICY,GHSM;HCP,562894
UT Rio Grande Valley,POPULATION HEALTH AND BIOSTATISTICS,GHSM,NA
UT Austin-Dell,POPULATION HEALTH,GHSM,189003
Uniformed Services-Hebert,PREVENTIVE MEDICINE AND BIOSTATISTICS,GHSM;DBMI,NA
Harvard,GENETICS,Gn,18844159
Southern Cal-Keck,TRANSLATIONAL GENOMICS,Gn,NA
Case Western Reserve,GENETICS AND GENOME SCIENCES,Gn,11507222
Johns Hopkins,MOLECULAR BIOLOGY AND GENETICS,Gn,7637918
George Washington,GENOMICS AND PRECISION MEDICINE,Gn,NA
Columbia-Vagelos,GENETICS AND DEVELOPMENT,Gn,14041994
Pennsylvania-Perelman,GENETICS,Gn,19166683
Yale,GENETICS,Gn,22696682
Stanford,GENETICS,Gn,40915113
U Washington,GENOME SCIENCES,Gn,27048270
Illinois,BIOCHEMISTRY AND MOLECULAR GENETICS,Gn,5492686
Washington U St Louis,GENETICS,Gn,25450885
Cornell-Weill,GENETIC MEDICINE,Gn,954506
Einstein,GENETICS,Gn,NA
Chicago-Pritzker,HUMAN GENETICS,Gn,2071256
Emory,HUMAN GENETICS,Gn,15543238
Michigan,HUMAN GENETICS,Gn,6611217
Rochester,BIOMEDICAL GENETICS,Gn,4009112
Mount Sinai-Icahn,GENETICS AND GENOMIC SCIENCES,Gn,36111243
Michigan State,MICROBIOLOGY AND MOLECULAR GENETICS,Gn,1897674
UCLA-Geffen,HUMAN GENETICS,Gn,5162203
Wisconsin,MEDICAL GENETICS,Gn,2325238
Baylor,MOLECULAR AND HUMAN GENETICS,Gn,110178033
North Carolina,GENETICS,Gn,27878539
Oregon,MOLECULAR AND MEDICAL GENETICS,Gn,1191124
Utah,HUMAN GENETICS,Gn,10212109
Alabama,GENETICS,Gn,10896637
Florida,PHYSIOLOGY AND FUNCTIONAL GENOMICS,Gn,2366634
Geisinger Commonwealth,MOLECULAR AND FUNCTIONAL GENOMICS,Gn,NA
FIU-Wertheim,HUMAN AND MOLECULAR GENETICS,Gn,333955
LSU New Orleans,GENETICS,Gn,1084758
Connecticut,GENETICS AND GENOME SCIENCES,Gn,9729855
UT Southwestern,MOLECULAR GENETICS,Gn,6663278
UT Rio Grande Valley,HUMAN GENETICS,Gn,NA
Uniformed Services-Hebert,ANATOMY PHYSIOLOGY AND GENETICS,Gn,NA
Temple-Katz,MEDICAL GENETICS AND MOLEC BIOCHEMISTRY,Gn;BCMP,555518
Cincinnati,MOLECULAR GENETICS BIOCHEMISTRY AND MICROBIOLOGY,Gn;BCMP;Mb,2860458
Chicago-Pritzker,MOLECULAR GENETICS AND CELL BIOLOGY,Gn;CB,9129806
Minnesota,GENETICS CELL BIOLOGY AND DEVELOPMENT,Gn;CB,10261046
Tennessee,GENETICS GENOMICS AND INFORMATICS,Gn;DBMI,1431173
Florida,MOLECULAR GENETICS AND MICROBIOL,Gn;Mb,8836715
New Mexico,MOLECULAR GENETICS AND MICROBIOLOGY,Gn;Mb,8936412
Harvard,HEALTH CARE POLICY,HCP,7203215
Dartmouth-Geisel,HEALTH POLICY AND CLINICAL PRACTICE,HCP,1365810
Virginia Commonwealth,HEALTH BEHAVIOR AND POLICY,HCP,1272076
UT Medical Branch,HEALTH POLICY AND LEGISLATIVE AFFAIRS,HCP,NA
Mayo-Alix,HEALTH CARE POLICY AND RESEARCH,HCP,NA
Southern Illinois,POPULATION SCIENCES AND POLICY,HCP,NA
Wake Forest,SOCIAL SCIENCES AND HEALTH POLICY,GHSM;HCP,5302662
Harvard,IMMUNOLOGY,Imm,630478
Tufts,IMMUNOLOGY,Imm,1670245
Yale,IMMUNOBIOLOGY,Imm,11091068
U Washington,IMMUNOLOGY,Imm,10777280
Washington U St Louis,PATHOLOGY AND IMMUNOLOGY,Imm,28113396
Duke,IMMUNOLOGY,Imm,5170593
Pittsburgh,IMMUNOLOGY,Imm,10902508
Rochester,CENTER FOR VACCINE BIOLOGY AND IMMUNOLOGY,Imm,1587132
Baylor,PATHOLOGY AND IMMUNOLOGY,Imm,9672826
Rutgers New Jersey,PATHOLOGY IMMUNOLOGY AND LABORATORY MEDICINE,Imm,NA
Florida,PATHOLOGY IMMUNOL AND LAB MEDICINE,Imm,12081454
FIU-Wertheim,IMMUNOLOGY AND NANO-MEDICINE,Imm,2506817
Mayo-Alix,IMMUNOLOGY,Imm,NA
Arizona,IMMUNOBIOLOGY,Imm,9989996
Connecticut,IMMUNOLOGY,Imm,3986599
UT Southwestern,IMMUNOLOGY,Imm,3489007
Case Western Reserve,PATHOLOGY,NA,22662684
Colorado,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,17987897
Albany,IMMUNOLOGY AND MICROBIAL DISEASE,Imm;Mb,4486443
Texas Tech,IMMUNOLOGY AND MOLECULAR MICROBIOLOGY,Imm;Mb,NA
UT Rio Grande Valley,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,NA
Harvard,MICROBIOLOGY,Mb,19834303
Case Western Reserve,MOLECULAR BIOL AND MICROBIOLOGY,Mb,2615833
Johns Hopkins,MOLECULAR AND COMPARATIVE PATHOBIOLOGY,Mb,10402561
Pennsylvania-Perelman,MICROBIOLOGY,Mb,16243369
Yale,MICROBIAL PATHOGENESIS,Mb,8021355
U Washington,MICROBIOLOGY,Mb,11252833
NYU-Grossman,MICROBIOLOGY,Mb,17122200
Illinois,MICROBIOLOGY,Mb,NA
Washington U St Louis,MOLECULAR MICROBIOLOGY,Mb,22666320
Chicago-Pritzker,MICROBIOLOGY,Mb,6117020
Nebraska,PATHOLOGY AND MICROBIOLOGY,Mb,7192985
Ponce,MICROBIOLOGY,Mb,236953
Mount Sinai-Icahn,MICROBIOLOGY,Mb,26865760
Michigan State,MICROBIOLOGY AND MOLECULAR GENETICS,Mb,1897674
Baylor,MOLECULAR VIROLOGY AND MICROBIOLOGY,Mb,5105838
Massachusetts,MICROBIOLOGY AND PHYSIOLOGICAL SYSTEMS,Mb,9761227
Alabama,MICROBIOLOGY,Mb,21285538
Howard,MICROBIOLOGY,Mb,763750
UT Southwestern,MICROBIOLOGY,Mb,8266454
Puerto Rico,MICROBIOLOGY,Mb,1105935
Rutgers New Jersey,MICROBIOLOGY BIOCHEM AND MOLECULAR GENETICS,Mb;BCMP;Gn,3244907
Tufts,MOLECULAR BIOLOGY AND MICROBIOLOGY,Mb;Gn,10629343
Duke,MOLECULAR GENETICS AND MICROBIOLOGY,Mb;Gn,22638541
Pittsburgh,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,15636632
Vermont-Larner,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,3468661
UC Irvine,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,2749635
UT Houston-McGovern,MICROBIOLOGY AND MOLEC GENETICS,Mb;Gn,8113878
Kansas,MICROBIOLOGY MOLECULAR GENETICS AND IMMUNOLOGY,Mb;Gn;Imm,4134488
Harvard,MICROBIOLOGY AND IMMUNOBIOLOGY,Mb;Imm,NA
Boston,MICROBIOLOGY,Mb;Imm,16999462
Northwestern-Feinberg,MICROBIOLOGY-IMMUNOLOGY,Mb;Imm,17238878
Drexel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,4136947
George Washington,MICROBIOLOGY IMMUNOLOGY AND TROPICAL MEDICINE,Mb;Imm,9495392
Georgetown,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,575494
Columbia-Vagelos,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,8726707
Ohio State,MICROBIAL INFECTION AND IMMUNITY,Mb;Imm,10540551
Stanford,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,14681295
Indiana,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,9834112
Jefferson-Kimmel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,6638085
UC San Fransisco,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,12731430
Miami-Miller,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,10075288
Illinois,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,4125924
Tulane,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,9465002
Wake Forest,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,2034739
Wayne State,IMMUNOLOGY AND MICROBIOLOGY,Mb;Imm,1143575
Cornell-Weill,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,20305389
Brown-Alpert,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,5104318
Einstein,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Temple-Katz,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,3286534
Temple-Katz,NEUROVIROLOGY AND GENE EDITING,Mb;Imm,NA
Temple-Katz,LUNG RESEARCH CENTER,Mb;Imm,670845
Dartmouth-Geisel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,17055528
New York Medical,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,539032
Emory,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,17601773
Minnesota,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,8826711
Michigan,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,19051218
Virginia Commonwealth,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,4304963
Chicago Med Franklin,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1751543
Loyola Stritch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,3122442
Penn State,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,2740107
Rochester,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,9465405
Saint Louis,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1933788
Creighton,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,2467309
Wisconsin,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,5402466
Iowa-Carver,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,11828411
Virginia,MICROBIOLOGY IMMUN AND CANCER BIOLOGY,Mb;Imm,9330771
North Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,24793827
Toledo,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1302579
Maryland,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,21318016
Buffalo-Jacobs,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,6360969
Oregon,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,3326430
Rush,MICROBIAL PATHOGENS AND IMMUNITY,Mb;Imm,2901186
Louisville,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,4743880
SUNY Upstate,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,2253692
MU South Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,5684650
UT Medical Branch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,35282055
Renaissance Stony Brook,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,9443233
Oklahoma,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,8914949
Meharry,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,479656
Arkansas,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,6392377
South Carolina Columbia,PATHOLOGY MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,8076741
UC Davis,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,15179985
LSU New Orleans,MICROBIOLOGY IMMUN AND PARASITOLOGY,Mb;Imm,1626777
Missouri Columbia,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,4552570
LSU Shreveport,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1784188
Mississippi,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,357878
Caribe,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
South Alabama,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,385000
Nevada Reno,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1237451
East Carolina-Brody,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,2512494
Uniformed Services-Hebert,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Tennessee,MICROBIOLOGY IMMUNOLOGY AND BIOCHEMISTRY,Mb;Imm;BCMP,3866818
Morehouse,MICROBIOLOGY BIOCHEM AND IMMUNOLOGY,Mb;Imm;BCMP,4913466
West Virginia,MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,2123038
Southern Illinois,MEDICAL MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,337406
UCLA-Geffen,MICROBIOLOGY IMMUN AND MOLEC GENETICS,Mb;Imm;Gn,22219505
Kentucky,MICROBIOLOGY IMMUNOLOGY AND MOLECULAR GENETICS,Mb;Imm;Gn,4828882
UT San Antonio-Long,MICROBIOLOGY IMMUNOLOGY AND MOLEC GENETICS,Mb;Imm;Gn,4708510
Harvard,NEUROBIOLOGY,Nb,36487805
Southern Cal-Keck,PHYSIOLOGY AND NEUROSCIENCE,Nb,16604163
Boston,ANATOMY AND NEUROBIOLOGY,Nb,5371714
Case Western Reserve,NEUROSCIENCES,Nb,9677995
Johns Hopkins,NEUROSCIENCE,Nb,21967588
Northwestern-Feinberg,NEUROSCIENCE,Nb,NA
Drexel,NEUROBIOLOGY AND ANATOMY,Nb,6863234
Georgetown,NEUROSCIENCE,Nb,2950447
Tufts,NEUROSCIENCE,Nb,10257178
Columbia-Vagelos,NEUROSCIENCE,Nb,26131850
Ohio State,NEUROSCIENCE,Nb,10077575
Pennsylvania-Perelman,NEUROSCIENCE,Nb,20287644
Yale,NEUROSCIENCE,Nb,11376923
Stanford,NEUROBIOLOGY,Nb,15056829
U Washington,NEUROSCIENCE,Nb,NA
Jefferson-Kimmel,NEUROSCIENCE,Nb,8033129
NYU-Grossman,NEUROSCIENCE AND PHYSIOLOGY,Nb,NA
Washington U St Louis,NEUROSCIENCE,Nb,9026989
Duke,NEUROBIOLOGY,Nb,16128442
Wake Forest,NEUROBIOLOGY AND ANATOMY,Nb,4454365
Cornell-Weill,BRAIN AND MIND RESEARCH INSTITUTE,Nb,177279
Brown-Alpert,NEUROSCIENCE,Nb,10504732
Einstein,NEUROSCIENCE,Nb,NA
Temple-Katz,CENTER FOR SUBSTANCE ABUSE RESEARCH,Nb,5332042
Temple-Katz,ALZHEIMER'S CENTER,Nb,1183471
Temple-Katz,SHRINERS HOSPITALS PEDIATRIC RESEARCH CENTER,Nb,3996832
Chicago-Pritzker,NEUROBIOLOGY,Nb,11495529
Pittsburgh,NEUROBIOLOGY,Nb,12615738
Minnesota,NEUROSCIENCE,Nb,21023411
Chicago Med Franklin,NEUROSCIENCE,Nb,2325869
Penn State,NEURAL AND BEHAVIORAL SCIENCES,Nb,11154079
Rochester,CENTER FOR NEUROTHERAPEUTICS DISCOVERY,Nb,308000
Rochester,CENTER FOR TRANSLATIONAL NEUROMED,Nb,1197373
Rochester,NEUROSCIENCE,Nb,6832186
Mount Sinai-Icahn,NEUROSCIENCE,Nb,37181321
Albany,NEUROSCIENCE AND EXPERIMENTAL THERAPEUTICS,Nb,1616351
Michigan State,NEUROSCIENCE,Nb,2738527
UCLA-Geffen,NEUROBIOLOGY,Nb,13683066
Wisconsin,NEUROSCIENCE,Nb,9618410
West Virginia,NEUROSCIENCE,Nb,377936
Baylor,NEUROSCIENCE,Nb,19988192
Massachusetts,NEUROBIOLOGY,Nb,6190965
Virginia,NEUROSCIENCE,Nb,3551165
Kentucky,NEUROSCIENCE,Nb,8340013
Toledo,NEUROSCIENCES,Nb,249000
UC San Diego,NEUROSCIENCES,Nb,38543423
Maryland,ANATOMY AND NEUROBIOLOGY,Nb,9400495
Oregon,BEHAVIORAL NEUROSCIENCE,Nb,2369373
Louisville,ANATOMICAL SCIENCES AND NEUROBIOLOGY,Nb,7727076
SUNY Upstate,NEUROSCIENCE AND PHYSIOLOGY,Nb,1479220
Utah,NEUROBIOLOGY AND ANATOMY,Nb,8991679
Tennessee,ANATOMY AND NEUROBIOLOGY,Nb,3020885
MU South Carolina,NEUROSCIENCE,Nb,14427199
MC Georgia Augusta,NEUROSCIENCE AND REGENERATIVE MEDICINE,Nb,2789725
Northeast Ohio,ANATOMY AND NEUROBIOLOGY,Nb,4235736
Alabama,NEUROBIOLOGY,Nb,7413698
Renaissance Stony Brook,NEUROBIOLOGY AND BEHAVIOR,Nb,2696432
Arkansas,NEUROBIOLOGY AND DEVELOPMENTAL SCIS,Nb,3003127
Mayo-Alix,NEUROSCIENCE,Nb,NA
Florida State,NEUROSCIENCE,Nb,NA
UC Irvine,ANATOMY AND NEUROBIOLOGY,Nb,13554231
Morehouse,NEUROBIOLOGY,Nb,1887831
UT Houston-McGovern,NEUROBIOLOGY AND ANATOMY,Nb,9831341
Mississippi,NEUROBIOLOGY AND ANATOMICAL SCIENCES,Nb,517813
Connecticut,NEUROSCIENCE,Nb,5948787
UT Southwestern,NEUROSCIENCE,Nb,13159052
New Mexico,NEUROSCIENCES,Nb,7108079
Texas A & M,NEUROSCIENCE AND EXPERIMENTAL THERAPEUTICS,Nb,3103996
Arizona,TRANSLATIONAL NEUROSCIENCES,Nb,NA
Caribe,NEUROSCIENCE,Nb,124585
South Dakota-Sanford,NEUORSCIENCES,Nb,NA
Puerto Rico,ANATOMY AND NEUROBIOLOGY,Nb,525000
UT Rio Grande Valley,NEUROSCIENCE,Nb,NA
Iowa-Carver,NEUROSCIENCE AND PHARMACOLOGY,Nb;BCMP,7511704
Rutgers New Jersey,PHARMACOLOGY PHYSIOLOGY AND NEUROSCIENCE,Nb;BCMP,6777322
South Carolina Columbia,PHARMACOLOGY PHYSIOLOGY AND NEUROSCIENCE,Nb;BCMP,1687197
Texas Tech,PHARMACOLOGY AND NEUROSCIENCE,Nb;BCMP,3013938
MC Wisconsin,CELL BIOLOGY NEUROBIOLOGY AND ANATOMY,Nb;CB,4983711
Rutgers New Jersey,NEUROSCIENCE AND CELL BIOLOGY,Nb;CB,1458778
Wright State-Boonshoft,NEUROSCIENCE CELL BIOL AND PHYSIOLOGY,Nb;CB,1617948
Harvard,SYSTEMS BIOLOGY,SB,9487140
Case Western Reserve,POPULATION AND QUANTITATIVE HEALTH SCIENCES,GHSM;DBMI,7543693
Columbia-Vagelos,SYSTEMS BIOLOGY,SB,613115
Stanford,CHEMICAL AND SYSTEMS BIOLOGY,SB,5721557
UC San Fransisco,EPIDEMIOLOGY AND BIOSTATISTICS,DBMI,19049756
Washington U St Louis,BIOSTATISTICS,DBMI,6051313
Dartmouth-Geisel,MOLECULAR AND SYSTEMS BIOLOGY,SB,9780527
Pittsburgh,COMPUTATIONAL AND SYSTEMS BIOLOGY,SB,8927593
Virginia Commonwealth,BIOSTATISTICS,DBMI,226490
UCLA-Geffen,COMPUTATIONAL MEDICINE,DBMI,NA
Oregon,COMPUTATIONAL BIOLOGY,SB,1026817
MC Georgia Augusta,POPULATION HEALTH SCIENCES,GHSM,1822246
Florida,BIOSTATISTICS,DBMI,4415921
Arkansas,BIOSTATISTICS,DBMI,NA
Mayo-Alix,QUANTITATIVE HEALTH SCIENCES,DBMI,NA
Harvard,STEM CELL AND REGENERATIVE BIOLOGY,SCRB,16116891
Southern Cal-Keck,STEM CELL BIOLOGY AND REGENERATIVE MEDICINE,SCRB,NA
Illinois,PHARMACOLOGY AND REGENERATIVE MEDICINE,SCRB,NA
Wisconsin,CELL AND REGENERATIVE BIOLOGY,SCRB;CB,5702619
Boston,PATHOLOGY AND LABORATORY MEDICINE,NA,735716
Southern Cal-Keck,INTEGRATIVE ANATOMICAL SCIENCE,NA,NA
Southern Cal-Keck,MEDICAL EDUCATION,NA,NA
Boston,MEDICAL SCIENCES AND EDUCATION,NA,NA
Case Western Reserve,ANATOMY,NA,NA
Case Western Reserve,BIOMEDICAL ENGINEERING,NA,4154526
Case Western Reserve,NUTRITION,NA,1290933
Johns Hopkins,BIOMEDICAL ENGINEERING,NA,14661354
Johns Hopkins,PHYSIOLOGY,NA,6375529
George Washington,PATHOLOGY,NA,1064319
Georgetown,BIOLOGY,NA,NA
Georgetown,PATHOLOGY,NA,479343
Georgetown,RADIATION MEDICINE,NA,NA
Ohio State,BIOMEDICAL EDUCATION AND ANATOMY,NA,NA
Pennsylvania-Perelman,PHYSIOLOGY,NA,10060256
Yale,COMPARATIVE MEDICINE,NA,10448884
Yale,LABORATORY MEDICINE,NA,7181308
Stanford,BIOENGINEERING,NA,13647936
Stanford,COMPARATIVE MEDICINE,NA,2641239
Stanford,DEVELOPMENTAL BIOLOGY,NA,7035139
Stanford,EPIDEMIOLOGY AND POPULATION HEALTH,NA,NA
Stanford,STRUCTURAL BIOLOGY,NA,6582626
U Washington,BIOENGINEERING,NA,9169735
U Washington,BIOLOGICAL STRUCTURE,NA,6224385
U Washington,PATHOLOGY,NA,25421935
U Washington,MOLECULAR MEDICINE AND MECHANISMS OF DISEASE,NA,NA
U Washington,REHABILITATION MEDICINE,NA,2473906
Jefferson-Kimmel,CANCER BIOLOGY,NA,9176555
MC Wisconsin,BIOMEDICAL ENGINEERING,NA,2750954
MC Wisconsin,PHYSIOLOGY,NA,16055955
NYU-Grossman,ENVIRONMENTAL MEDICINE,NA,2104728
NYU-Grossman,PATHOLOGY,NA,32908135
UC San Fransisco,ANATOMY,NA,6709036
UC San Fransisco,LABORATORY MEDICINE,NA,7145731
UC San Fransisco,PHYSIOLOGY,NA,14487970
Miami-Miller,PUBLIC HEALTH SCIENCES,NA,8896515
Illinois,MOLECULAR AND INTEGRATIVE PHYSIOLOGY,NA,NA
Illinois,PATHOLOGY,NA,1387355
Illinois,CANCER BIOLOGY AND PHARMACOLOGY,NA,1194615
Illinois,BIOENGINEERING,NA,8205750
Washington U St Louis,DEVELOPMENTAL BIOLOGY,NA,9502818
Tulane,PATHOLOGY AND LABORATORY MEDICINE,NA,4876592
Tulane,PHYSIOLOGY,NA,2988250
Wake Forest,BIOMEDICAL ENGINEERING,NA,1946966
Wake Forest,COMPARATIVE MEDICINE,NA,4371684
Wake Forest,EPIDEMIOLOGY AND PREVENTION,NA,NA
Wake Forest,IMPLEMENTATION SCIENCE,NA,NA
Wake Forest,PUBLIC HEALTH SCIENCES,NA,5561111
Wayne State,OPHTHAMOLOGY VISUAL AND ANATOMICAL SCIENCES,NA,NA
Brown-Alpert,ECOLOGY AND EVOLUTIONARY BIOLOGY,NA,5499327
Brown-Alpert,PATHOLOGY AND LAB MEDICINE,NA,6859532
Brown-Alpert,MEDICAL SCIENCE,NA,NA
Einstein,ANATOMY AND STRUCTURAL BIOLOGY,NA,NA
Einstein,PATHOLOGY,NA,NA
Temple-Katz,CARDIOVASCULAR RESEARCH CENTER,NA,4649360
Temple-Katz,LEMOLE CENTER FOR INTEGRATED LYMPHATICS RESEARCH,NA,NA
Temple-Katz,CENTER FOR METABOLIC DISEASE RESEARCH,NA,2362286
Temple-Katz,THROMBOSIS RESEARCH CENTER,NA,1570400
Temple-Katz,PATHOLOGY AND LAB MEDICINE,NA,3509584
Dartmouth-Geisel,EPIDEMIOLOGY,NA,9875188
Chicago-Pritzker,ECOLOGY AND EVOLUTION,NA,4086216
Chicago-Pritzker,ORGANISMAL BIOLOGY AND ANATOMY,NA,8158299
Pittsburgh,DEVELOPMENTAL BIOLOGY,NA,4134532
Pittsburgh,PATHOLOGY,NA,12603223
Pittsburgh,STRUCTURAL BIOLOGY,NA,6386063
Eastern Virginia,PATHOLOGY AND ANATOMY,NA,NA
Eastern Virginia,PHYSIOLOGICAL SCIENCES,NA,836660
New York Medical,PATHOLOGY,NA,410000
New York Medical,PHYSIOLOGY,NA,1237612
Emory,BIOMEDICAL ENGINEERING,NA,6879021
Emory,PATHOLOGY AND LAB MEDICINE,NA,32115036
Minnesota,INTEGRATIVE BIOLOGY AND PHYSIOLOGY,NA,4568955
Michigan,BIOMEDICAL ENGINEERING,NA,7045904
Michigan,LEARNING HEALTH SCIENCES,NA,1031303
Virginia Commonwealth,ANATOMY AND NEUROBIOLOGY,NA,3687917
Loyola Stritch,CELL AND MOLECULAR PHYSIOLOGY,BCMP;CB,3074307
Loyola Stritch,CANCER BIOLOGY,NA,333769
Penn State,COMPARATIVE MEDICINE,NA,NA
Penn State,PUBLIC HEALTH SCIENCES,NA,7489984
Rochester,BIOMEDICAL ENGINEERING,NA,3824272
Rochester,CANCER CENTER,NA,764704
Rochester,CENTER FOR COMMUNITY HEALTH AND PREVENTION,NA,NA
Rochester,CENTER FOR HEALTH AND TECHNOLOGY,NA,NA
Rochester,COMPARATIVE MEDICINE,NA,NA
Rochester,ENVIRONMENTAL MEDICINE,NA,5528817
Rochester,PATHOLOGY AND LAB MEDICINE,NA,411740
Rochester,PUBLIC HEALTH SCIENCES,NA,8835930
Nebraska,CELLULAR AND INTEGRATIVE PHYSIOLOGY,NA,3432912
Nebraska,ENVIRONMENTAL AGRICULTURAL AND OCCUPATIONAL HEALTH,NA,NA
Nebraska,EPIDEMIOLOGY,NA,NA
Nebraska,GENETICS CELL BIOLOGY AND ANATOMY,NA,832748
Ponce,PHYSIOLOGY,NA,783892
Saint Louis,COMPARATIVE MEDICINE,NA,NA
Saint Louis,CLINICAL TRIALS OFFICE,NA,NA
Saint Louis,PATHOLOGY,NA,681750
Saint Louis,PHARMACOLOGICAL AND PHYSIOLOGICAL SCIENCE,NA,2377281
Colorado,PATHOLOGY,NA,1507158
Cincinnati,PATHOLOGY AND LAB MEDICINE,NA,5857389
Albany,MOLECULAR AND CELLULAR PHYSIOLOGY,BCMP;CB,2601201
Michigan State,EPIDEMIOLOGY AND BIOSTATISTICS,NA,8411758
Michigan State,PHYSIOLOGY,NA,NA
UCLA-Geffen,PHYSIOLOGY,NA,6380217
Creighton,PATHOLOGY,NA,NA
Wisconsin,ONCOLOGY,NA,9627057
Wisconsin,POPULATION HEALTH SCIENCES,NA,4387832
Iowa-Carver,PATHOLOGY,NA,7163476
Vermont-Larner,PATHOLOGY AND LABORATORY MEDICINE,NA,3814032
Vermont-Larner,PHARMACOLOGY,NA,3038437
West Virginia,PATHOLOGY ANATOMY AND LABORATORY MEDICINE,NA,NA
SUNY Downstate,PATHOLOGY,NA,NA
Baylor,EDUCATION INNOVATION AND TECHNOLOGY,NA,NA
Massachusetts,PATHOLOGY,NA,5851940
Virginia,BIOMEDICAL ENGINEERING,NA,5139096
Virginia,CELL BIOLOGY,NA,5209095
Virginia,PHARMACOLOGY,NA,6115987
Virginia,PUBLIC HEALTH SCIENCES,NA,3158195
North Carolina,BIOMEDICAL ENGINEERING,NA,4706078
North Carolina,NUTRITION,NA,NA
Kentucky,BEHAVIORAL SCIENCE,NA,3188124
