school,department_name,harvard_equivalent,funding_type,year,funding_amount
Wisconsin,NEUROSCIENCE,Nb,nih,2019,9347349
Wisconsin,NEUROSCIENCE,Nb,nih,2018,10829680
Wisconsin,NEUROSCIENCE,Nb,nih,2017,8332113
Wisconsin,NEUROSCIENCE,Nb,nih,2016,7834505
Wright State-Boonshoft,NEUROSCIENCE CELL BIOL AND PHYSIOLOGY,Nb;CB,nih,2020,1617948
Wright State-Boonshoft,NEUROSCIENCE CELL BIOL AND PHYSIOLOGY,Nb;CB,nih,2019,1999517
Wright State-Boonshoft,NEUROSCIENCE CELL BIOL AND PHYSIOLOGY,Nb;CB,nih,2018,1449805
Wright State-Boonshoft,NEUROSCIENCE CELL BIOL AND PHYSIOLOGY,Nb;CB,nih,2017,1019458
Wright State-Boonshoft,NEUROSCIENCE CELL BIOL AND PHYSIOLOGY,Nb;CB,nih,2016,0
Yale,NEUROSCIENCE,Nb,nih,2020,11376923
Yale,NEUROSCIENCE,Nb,nih,2019,7206422
Yale,NEUROSCIENCE,Nb,nih,2018,9085137
Yale,NEUROSCIENCE,Nb,nih,2017,0
Yale,NEUROSCIENCE,Nb,nih,2016,0
Average,Average,Nb,nih,2016,4603777
Average,Average,Nb,nih,2017,5431690
Average,Average,Nb,nih,2018,6292034
Average,Average,Nb,nih,2019,7616254
Average,Average,Nb,nih,2020,7641809
