school,department_name,harvard_equivalent,nih_2017
Arizona,BIOETHICS AND MEDICAL HUMANISM,GHSM,NA
East Carolina-Brody,BIOETHICS AND INTERDISCIPLINARY STUDIES,GHSM,NA
UC Riverside,SOCIAL MEDICINE POPULATION AND PUBLIC HEALTH,GHSM,219988
Kansas,HISTORY AND PHILOSOPHY OF MEDICINE,GHSM,NA
Missouri Columbia,HEALTH MANAGEMENT AND INFORMATICS,GHSM;DBMI,NA
Pennsylvania-Perelman,MEDICAL ETHICS AND HEALTH POLICY,GHSM;HCP,1247357
UT Rio Grande Valley,POPULATION HEALTH AND BIOSTATISTICS,GHSM,NA
UT Austin-Dell,POPULATION HEALTH,GHSM,NA
Uniformed Services-Hebert,PREVENTIVE MEDICINE AND BIOSTATISTICS,GHSM;DBMI,NA
Harvard,GENETICS,Gn,24324334
Southern Cal-Keck,TRANSLATIONAL GENOMICS,Gn,NA
Case Western Reserve,GENETICS AND GENOME SCIENCES,Gn,NA
Johns Hopkins,MOLECULAR BIOLOGY AND GENETICS,Gn,7376270
George Washington,GENOMICS AND PRECISION MEDICINE,Gn,NA
Columbia-Vagelos,GENETICS AND DEVELOPMENT,Gn,16728486
Pennsylvania-Perelman,GENETICS,Gn,16069414
Yale,GENETICS,Gn,12443151
Stanford,GENETICS,Gn,38438021
U Washington,GENOME SCIENCES,Gn,18999881
Illinois,BIOCHEMISTRY AND MOLECULAR GENETICS,Gn,6303920
Washington U St Louis,GENETICS,Gn,15799301
Cornell-Weill,GENETIC MEDICINE,Gn,4778731
Einstein,GENETICS,Gn,NA
Chicago-Pritzker,HUMAN GENETICS,Gn,5849360
Emory,HUMAN GENETICS,Gn,10103706
Michigan,HUMAN GENETICS,Gn,5046125
Rochester,BIOMEDICAL GENETICS,Gn,2329575
Mount Sinai-Icahn,GENETICS AND GENOMIC SCIENCES,Gn,33974257
Michigan State,MICROBIOLOGY AND MOLECULAR GENETICS,Gn,1166754
UCLA-Geffen,HUMAN GENETICS,Gn,4750131
Wisconsin,MEDICAL GENETICS,Gn,2256558
Baylor,MOLECULAR AND HUMAN GENETICS,Gn,64183991
North Carolina,GENETICS,Gn,29569849
Oregon,MOLECULAR AND MEDICAL GENETICS,Gn,3825717
Utah,HUMAN GENETICS,Gn,11070111
Alabama,GENETICS,Gn,4941662
Florida,PHYSIOLOGY AND FUNCTIONAL GENOMICS,Gn,3375143
Geisinger Commonwealth,MOLECULAR AND FUNCTIONAL GENOMICS,Gn,NA
FIU-Wertheim,HUMAN AND MOLECULAR GENETICS,Gn,761619
LSU New Orleans,GENETICS,Gn,969453
Connecticut,GENETICS AND GENOME SCIENCES,Gn,5103114
UT Southwestern,MOLECULAR GENETICS,Gn,5873962
UT Rio Grande Valley,HUMAN GENETICS,Gn,NA
Uniformed Services-Hebert,ANATOMY PHYSIOLOGY AND GENETICS,Gn,NA
Temple-Katz,MEDICAL GENETICS AND MOLEC BIOCHEMISTRY,Gn;BCMP,78000
Cincinnati,MOLECULAR GENETICS BIOCHEMISTRY AND MICROBIOLOGY,Gn;BCMP;Mb,2735915
Chicago-Pritzker,MOLECULAR GENETICS AND CELL BIOLOGY,Gn;CB,6917629
Minnesota,GENETICS CELL BIOLOGY AND DEVELOPMENT,Gn;CB,7589645
Tennessee,GENETICS GENOMICS AND INFORMATICS,Gn;DBMI,1854599
Florida,MOLECULAR GENETICS AND MICROBIOL,Gn;Mb,9861543
New Mexico,MOLECULAR GENETICS AND MICROBIOLOGY,Gn;Mb,5316530
Harvard,HEALTH CARE POLICY,HCP,8027148
Dartmouth-Geisel,HEALTH POLICY AND CLINICAL PRACTICE,HCP,2847858
Virginia Commonwealth,HEALTH BEHAVIOR AND POLICY,HCP,496569
UT Medical Branch,HEALTH POLICY AND LEGISLATIVE AFFAIRS,HCP,NA
Mayo-Alix,HEALTH CARE POLICY AND RESEARCH,HCP,NA
Southern Illinois,POPULATION SCIENCES AND POLICY,HCP,NA
Wake Forest,SOCIAL SCIENCES AND HEALTH POLICY,GHSM;HCP,2999122
Harvard,IMMUNOLOGY,Imm,NA
Tufts,IMMUNOLOGY,Imm,NA
Yale,IMMUNOBIOLOGY,Imm,10655099
U Washington,IMMUNOLOGY,Imm,12562255
Washington U St Louis,PATHOLOGY AND IMMUNOLOGY,Imm,33172751
Duke,IMMUNOLOGY,Imm,4138909
Pittsburgh,IMMUNOLOGY,Imm,12399028
Rochester,CENTER FOR VACCINE BIOLOGY AND IMMUNOLOGY,Imm,1999742
Baylor,PATHOLOGY AND IMMUNOLOGY,Imm,7571934
Rutgers New Jersey,PATHOLOGY IMMUNOLOGY AND LABORATORY MEDICINE,Imm,NA
Florida,PATHOLOGY IMMUNOL AND LAB MEDICINE,Imm,7997108
FIU-Wertheim,IMMUNOLOGY AND NANO-MEDICINE,Imm,NA
Mayo-Alix,IMMUNOLOGY,Imm,NA
Arizona,IMMUNOBIOLOGY,Imm,5039854
Connecticut,IMMUNOLOGY,Imm,3712397
UT Southwestern,IMMUNOLOGY,Imm,1971149
Case Western Reserve,PATHOLOGY,NA,237750
Colorado,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,9376872
Albany,IMMUNOLOGY AND MICROBIAL DISEASE,Imm;Mb,3107032
Texas Tech,IMMUNOLOGY AND MOLECULAR MICROBIOLOGY,Imm;Mb,NA
UT Rio Grande Valley,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,NA
Harvard,MICROBIOLOGY,Mb,NA
Case Western Reserve,MOLECULAR BIOL AND MICROBIOLOGY,Mb,NA
Johns Hopkins,MOLECULAR AND COMPARATIVE PATHOBIOLOGY,Mb,7158541
Pennsylvania-Perelman,MICROBIOLOGY,Mb,15318794
Yale,MICROBIAL PATHOGENESIS,Mb,7845942
U Washington,MICROBIOLOGY,Mb,9212169
NYU-Grossman,MICROBIOLOGY,Mb,11142930
Illinois,MICROBIOLOGY,Mb,NA
Washington U St Louis,MOLECULAR MICROBIOLOGY,Mb,14517003
Chicago-Pritzker,MICROBIOLOGY,Mb,4730999
Nebraska,PATHOLOGY AND MICROBIOLOGY,Mb,4406973
Ponce,MICROBIOLOGY,Mb,NA
Mount Sinai-Icahn,MICROBIOLOGY,Mb,22710355
Michigan State,MICROBIOLOGY AND MOLECULAR GENETICS,Mb,1166754
Baylor,MOLECULAR VIROLOGY AND MICROBIOLOGY,Mb,10762813
Massachusetts,MICROBIOLOGY AND PHYSIOLOGICAL SYSTEMS,Mb,6214376
Alabama,MICROBIOLOGY,Mb,9049882
Howard,MICROBIOLOGY,Mb,332200
UT Southwestern,MICROBIOLOGY,Mb,5768200
Puerto Rico,MICROBIOLOGY,Mb,487500
Rutgers New Jersey,MICROBIOLOGY BIOCHEM AND MOLECULAR GENETICS,Mb;BCMP;Gn,NA
Tufts,MOLECULAR BIOLOGY AND MICROBIOLOGY,Mb;Gn,12330733
Duke,MOLECULAR GENETICS AND MICROBIOLOGY,Mb;Gn,18262931
Pittsburgh,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,11263352
Vermont-Larner,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,3948075
UC Irvine,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,5747647
UT Houston-McGovern,MICROBIOLOGY AND MOLEC GENETICS,Mb;Gn,NA
Kansas,MICROBIOLOGY MOLECULAR GENETICS AND IMMUNOLOGY,Mb;Gn;Imm,1314625
Harvard,MICROBIOLOGY AND IMMUNOBIOLOGY,Mb;Imm,32149826
Boston,MICROBIOLOGY,Mb;Imm,14508833
Northwestern-Feinberg,MICROBIOLOGY-IMMUNOLOGY,Mb;Imm,10718694
Drexel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,4614625
George Washington,MICROBIOLOGY IMMUNOLOGY AND TROPICAL MEDICINE,Mb;Imm,NA
Georgetown,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,194375
Columbia-Vagelos,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,7634811
Ohio State,MICROBIAL INFECTION AND IMMUNITY,Mb;Imm,6955336
Stanford,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,26065032
Indiana,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,8725246
Jefferson-Kimmel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,4992624
UC San Fransisco,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,8652504
Miami-Miller,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,10333374
Illinois,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,6424053
Tulane,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,11495073
Wake Forest,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1522749
Wayne State,IMMUNOLOGY AND MICROBIOLOGY,Mb;Imm,1060275
Cornell-Weill,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,11831380
Brown-Alpert,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,2544035
Einstein,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Temple-Katz,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,2691023
Temple-Katz,NEUROVIROLOGY AND GENE EDITING,Mb;Imm,NA
Temple-Katz,LUNG RESEARCH CENTER,Mb;Imm,1073723
Dartmouth-Geisel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,15032237
New York Medical,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,394302
Emory,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,17448832
Minnesota,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,5378053
Michigan,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,14513112
Virginia Commonwealth,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,5056361
Chicago Med Franklin,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1392527
Loyola Stritch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,3501655
Penn State,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,5392119
Rochester,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,10665132
Saint Louis,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Creighton,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Wisconsin,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,3052641
Iowa-Carver,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Virginia,MICROBIOLOGY IMMUN AND CANCER BIOLOGY,Mb;Imm,9288275
North Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,17280609
Toledo,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1146308
Maryland,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,10172471
Buffalo-Jacobs,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,9197466
Oregon,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,5353240
Rush,MICROBIAL PATHOGENS AND IMMUNITY,Mb;Imm,NA
Louisville,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,5026752
SUNY Upstate,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,691576
MU South Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,9044423
UT Medical Branch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,23795507
Renaissance Stony Brook,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Oklahoma,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,2409249
Meharry,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,861735
Arkansas,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,4375558
South Carolina Columbia,PATHOLOGY MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,6714932
UC Davis,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
LSU New Orleans,MICROBIOLOGY IMMUN AND PARASITOLOGY,Mb;Imm,978170
Missouri Columbia,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,6136662
LSU Shreveport,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,3179880
Mississippi,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Caribe,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
South Alabama,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Nevada Reno,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1080857
East Carolina-Brody,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,1440914
Uniformed Services-Hebert,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,NA
Tennessee,MICROBIOLOGY IMMUNOLOGY AND BIOCHEMISTRY,Mb;Imm;BCMP,228000
Morehouse,MICROBIOLOGY BIOCHEM AND IMMUNOLOGY,Mb;Imm;BCMP,NA
West Virginia,MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,1089418
Southern Illinois,MEDICAL MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,337406
UCLA-Geffen,MICROBIOLOGY IMMUN AND MOLEC GENETICS,Mb;Imm;Gn,14821932
Kentucky,MICROBIOLOGY IMMUNOLOGY AND MOLECULAR GENETICS,Mb;Imm;Gn,2516303
UT San Antonio-Long,MICROBIOLOGY IMMUNOLOGY AND MOLEC GENETICS,Mb;Imm;Gn,4149258
Harvard,NEUROBIOLOGY,Nb,23318089
Southern Cal-Keck,PHYSIOLOGY AND NEUROSCIENCE,Nb,NA
Boston,ANATOMY AND NEUROBIOLOGY,Nb,3806721
Case Western Reserve,NEUROSCIENCES,Nb,NA
Johns Hopkins,NEUROSCIENCE,Nb,19094764
Northwestern-Feinberg,NEUROSCIENCE,Nb,NA
Drexel,NEUROBIOLOGY AND ANATOMY,Nb,6503167
Georgetown,NEUROSCIENCE,Nb,2346479
Tufts,NEUROSCIENCE,Nb,11077585
Columbia-Vagelos,NEUROSCIENCE,Nb,13088822
Ohio State,NEUROSCIENCE,Nb,7789395
Pennsylvania-Perelman,NEUROSCIENCE,Nb,15768478
Yale,NEUROSCIENCE,Nb,NA
Stanford,NEUROBIOLOGY,Nb,10272724
U Washington,NEUROSCIENCE,Nb,NA
Jefferson-Kimmel,NEUROSCIENCE,Nb,3391201
NYU-Grossman,NEUROSCIENCE AND PHYSIOLOGY,Nb,3187187
Washington U St Louis,NEUROSCIENCE,Nb,23346188
Duke,NEUROBIOLOGY,Nb,8084643
Wake Forest,NEUROBIOLOGY AND ANATOMY,Nb,3642556
Cornell-Weill,BRAIN AND MIND RESEARCH INSTITUTE,Nb,2625078
Brown-Alpert,NEUROSCIENCE,Nb,8722625
Einstein,NEUROSCIENCE,Nb,NA
Temple-Katz,CENTER FOR SUBSTANCE ABUSE RESEARCH,Nb,3458051
Temple-Katz,ALZHEIMER'S CENTER,Nb,NA
Temple-Katz,SHRINERS HOSPITALS PEDIATRIC RESEARCH CENTER,Nb,NA
Chicago-Pritzker,NEUROBIOLOGY,Nb,5941566
Pittsburgh,NEUROBIOLOGY,Nb,6641325
Minnesota,NEUROSCIENCE,Nb,8025889
Chicago Med Franklin,NEUROSCIENCE,Nb,1596750
Penn State,NEURAL AND BEHAVIORAL SCIENCES,Nb,2032318
Rochester,CENTER FOR NEUROTHERAPEUTICS DISCOVERY,Nb,1324782
Rochester,CENTER FOR TRANSLATIONAL NEUROMED,Nb,4579384
Rochester,NEUROSCIENCE,Nb,3137504
Mount Sinai-Icahn,NEUROSCIENCE,Nb,21313966
Albany,NEUROSCIENCE AND EXPERIMENTAL THERAPEUTICS,Nb,NA
Michigan State,NEUROSCIENCE,Nb,NA
UCLA-Geffen,NEUROBIOLOGY,Nb,11721693
Wisconsin,NEUROSCIENCE,Nb,8332113
West Virginia,NEUROSCIENCE,Nb,NA
Baylor,NEUROSCIENCE,Nb,20179950
Massachusetts,NEUROBIOLOGY,Nb,5469864
Virginia,NEUROSCIENCE,Nb,7236414
Kentucky,NEUROSCIENCE,Nb,515267
Toledo,NEUROSCIENCES,Nb,1784511
UC San Diego,NEUROSCIENCES,Nb,45879849
Maryland,ANATOMY AND NEUROBIOLOGY,Nb,6378008
Oregon,BEHAVIORAL NEUROSCIENCE,Nb,9894869
Louisville,ANATOMICAL SCIENCES AND NEUROBIOLOGY,Nb,8638881
SUNY Upstate,NEUROSCIENCE AND PHYSIOLOGY,Nb,1720865
Utah,NEUROBIOLOGY AND ANATOMY,Nb,4663293
Tennessee,ANATOMY AND NEUROBIOLOGY,Nb,3388239
MU South Carolina,NEUROSCIENCE,Nb,13822370
MC Georgia Augusta,NEUROSCIENCE AND REGENERATIVE MEDICINE,Nb,4970974
Northeast Ohio,ANATOMY AND NEUROBIOLOGY,Nb,2802161
Alabama,NEUROBIOLOGY,Nb,3708985
Renaissance Stony Brook,NEUROBIOLOGY AND BEHAVIOR,Nb,NA
Arkansas,NEUROBIOLOGY AND DEVELOPMENTAL SCIS,Nb,2553754
Mayo-Alix,NEUROSCIENCE,Nb,NA
Florida State,NEUROSCIENCE,Nb,NA
UC Irvine,ANATOMY AND NEUROBIOLOGY,Nb,4183718
Morehouse,NEUROBIOLOGY,Nb,2846902
UT Houston-McGovern,NEUROBIOLOGY AND ANATOMY,Nb,5560381
Mississippi,NEUROBIOLOGY AND ANATOMICAL SCIENCES,Nb,1660694
Connecticut,NEUROSCIENCE,Nb,3248905
UT Southwestern,NEUROSCIENCE,Nb,10095347
New Mexico,NEUROSCIENCES,Nb,5810916
Texas A & M,NEUROSCIENCE AND EXPERIMENTAL THERAPEUTICS,Nb,2640920
Arizona,TRANSLATIONAL NEUROSCIENCES,Nb,NA
Caribe,NEUROSCIENCE,Nb,NA
South Dakota-Sanford,NEUORSCIENCES,Nb,NA
Puerto Rico,ANATOMY AND NEUROBIOLOGY,Nb,493880
UT Rio Grande Valley,NEUROSCIENCE,Nb,NA
Iowa-Carver,NEUROSCIENCE AND PHARMACOLOGY,Nb;BCMP,6491451
Rutgers New Jersey,PHARMACOLOGY PHYSIOLOGY AND NEUROSCIENCE,Nb;BCMP,NA
South Carolina Columbia,PHARMACOLOGY PHYSIOLOGY AND NEUROSCIENCE,Nb;BCMP,1572464
Texas Tech,PHARMACOLOGY AND NEUROSCIENCE,Nb;BCMP,1130841
MC Wisconsin,CELL BIOLOGY NEUROBIOLOGY AND ANATOMY,Nb;CB,NA
Rutgers New Jersey,NEUROSCIENCE AND CELL BIOLOGY,Nb;CB,NA
Wright State-Boonshoft,NEUROSCIENCE CELL BIOL AND PHYSIOLOGY,Nb;CB,1019458
Harvard,SYSTEMS BIOLOGY,SB,12339224
Case Western Reserve,POPULATION AND QUANTITATIVE HEALTH SCIENCES,GHSM;DBMI,NA
Columbia-Vagelos,SYSTEMS BIOLOGY,SB,642708
Stanford,CHEMICAL AND SYSTEMS BIOLOGY,SB,8939478
UC San Fransisco,EPIDEMIOLOGY AND BIOSTATISTICS,DBMI,13549013
Washington U St Louis,BIOSTATISTICS,DBMI,3765753
Dartmouth-Geisel,MOLECULAR AND SYSTEMS BIOLOGY,SB,2452111
Pittsburgh,COMPUTATIONAL AND SYSTEMS BIOLOGY,SB,7029662
Virginia Commonwealth,BIOSTATISTICS,DBMI,832998
UCLA-Geffen,COMPUTATIONAL MEDICINE,DBMI,NA
Oregon,COMPUTATIONAL BIOLOGY,SB,NA
MC Georgia Augusta,POPULATION HEALTH SCIENCES,GHSM,NA
Florida,BIOSTATISTICS,DBMI,7008867
Arkansas,BIOSTATISTICS,DBMI,NA
Mayo-Alix,QUANTITATIVE HEALTH SCIENCES,DBMI,NA
Harvard,STEM CELL AND REGENERATIVE BIOLOGY,SCRB,13844286
Southern Cal-Keck,STEM CELL BIOLOGY AND REGENERATIVE MEDICINE,SCRB,NA
Illinois,PHARMACOLOGY AND REGENERATIVE MEDICINE,SCRB,NA
Wisconsin,CELL AND REGENERATIVE BIOLOGY,SCRB;CB,2826050
Boston,PATHOLOGY AND LABORATORY MEDICINE,NA,1928292
Southern Cal-Keck,INTEGRATIVE ANATOMICAL SCIENCE,NA,NA
Southern Cal-Keck,MEDICAL EDUCATION,NA,NA
Boston,MEDICAL SCIENCES AND EDUCATION,NA,NA
Case Western Reserve,ANATOMY,NA,NA
Case Western Reserve,BIOMEDICAL ENGINEERING,NA,NA
Case Western Reserve,NUTRITION,NA,NA
Johns Hopkins,BIOMEDICAL ENGINEERING,NA,10459488
Johns Hopkins,PHYSIOLOGY,NA,6854260
George Washington,PATHOLOGY,NA,NA
Georgetown,BIOLOGY,NA,NA
Georgetown,PATHOLOGY,NA,NA
Georgetown,RADIATION MEDICINE,NA,NA
Ohio State,BIOMEDICAL EDUCATION AND ANATOMY,NA,NA
Pennsylvania-Perelman,PHYSIOLOGY,NA,9168810
Yale,COMPARATIVE MEDICINE,NA,8304534
Yale,LABORATORY MEDICINE,NA,4869359
Stanford,BIOENGINEERING,NA,8733123
Stanford,COMPARATIVE MEDICINE,NA,1792730
Stanford,DEVELOPMENTAL BIOLOGY,NA,8483523
Stanford,EPIDEMIOLOGY AND POPULATION HEALTH,NA,NA
Stanford,STRUCTURAL BIOLOGY,NA,5527995
U Washington,BIOENGINEERING,NA,4760081
U Washington,BIOLOGICAL STRUCTURE,NA,6260014
U Washington,PATHOLOGY,NA,23440603
U Washington,MOLECULAR MEDICINE AND MECHANISMS OF DISEASE,NA,NA
U Washington,REHABILITATION MEDICINE,NA,4111991
Jefferson-Kimmel,CANCER BIOLOGY,NA,7046757
MC Wisconsin,BIOMEDICAL ENGINEERING,NA,NA
MC Wisconsin,PHYSIOLOGY,NA,7284041
NYU-Grossman,ENVIRONMENTAL MEDICINE,NA,7424274
NYU-Grossman,PATHOLOGY,NA,20242440
UC San Fransisco,ANATOMY,NA,7564643
UC San Fransisco,LABORATORY MEDICINE,NA,3811090
UC San Fransisco,PHYSIOLOGY,NA,9316482
Miami-Miller,PUBLIC HEALTH SCIENCES,NA,8548305
Illinois,MOLECULAR AND INTEGRATIVE PHYSIOLOGY,NA,NA
Illinois,PATHOLOGY,NA,1019450
Illinois,CANCER BIOLOGY AND PHARMACOLOGY,NA,599625
Illinois,BIOENGINEERING,NA,2528751
Washington U St Louis,DEVELOPMENTAL BIOLOGY,NA,8211939
Tulane,PATHOLOGY AND LABORATORY MEDICINE,NA,2542601
Tulane,PHYSIOLOGY,NA,1695764
Wake Forest,BIOMEDICAL ENGINEERING,NA,762652
Wake Forest,COMPARATIVE MEDICINE,NA,NA
Wake Forest,EPIDEMIOLOGY AND PREVENTION,NA,NA
Wake Forest,IMPLEMENTATION SCIENCE,NA,NA
Wake Forest,PUBLIC HEALTH SCIENCES,NA,9806325
Wayne State,OPHTHAMOLOGY VISUAL AND ANATOMICAL SCIENCES,NA,NA
Brown-Alpert,ECOLOGY AND EVOLUTIONARY BIOLOGY,NA,4206227
Brown-Alpert,PATHOLOGY AND LAB MEDICINE,NA,4167997
Brown-Alpert,MEDICAL SCIENCE,NA,NA
Einstein,ANATOMY AND STRUCTURAL BIOLOGY,NA,NA
Einstein,PATHOLOGY,NA,NA
Temple-Katz,CARDIOVASCULAR RESEARCH CENTER,NA,4892593
Temple-Katz,LEMOLE CENTER FOR INTEGRATED LYMPHATICS RESEARCH,NA,NA
Temple-Katz,CENTER FOR METABOLIC DISEASE RESEARCH,NA,2171293
Temple-Katz,THROMBOSIS RESEARCH CENTER,NA,1635997
Temple-Katz,PATHOLOGY AND LAB MEDICINE,NA,1796000
Dartmouth-Geisel,EPIDEMIOLOGY,NA,3296001
Chicago-Pritzker,ECOLOGY AND EVOLUTION,NA,1893831
Chicago-Pritzker,ORGANISMAL BIOLOGY AND ANATOMY,NA,3208135
Pittsburgh,DEVELOPMENTAL BIOLOGY,NA,2920832
Pittsburgh,PATHOLOGY,NA,10128316
Pittsburgh,STRUCTURAL BIOLOGY,NA,7730648
Eastern Virginia,PATHOLOGY AND ANATOMY,NA,366250
Eastern Virginia,PHYSIOLOGICAL SCIENCES,NA,653799
New York Medical,PATHOLOGY,NA,1318539
New York Medical,PHYSIOLOGY,NA,761250
Emory,BIOMEDICAL ENGINEERING,NA,3201710
Emory,PATHOLOGY AND LAB MEDICINE,NA,28197113
Minnesota,INTEGRATIVE BIOLOGY AND PHYSIOLOGY,NA,3755115
Michigan,BIOMEDICAL ENGINEERING,NA,1455954
Michigan,LEARNING HEALTH SCIENCES,NA,170724
Virginia Commonwealth,ANATOMY AND NEUROBIOLOGY,NA,4602443
Loyola Stritch,CELL AND MOLECULAR PHYSIOLOGY,BCMP;CB,1624069
Loyola Stritch,CANCER BIOLOGY,NA,NA
Penn State,COMPARATIVE MEDICINE,NA,NA
Penn State,PUBLIC HEALTH SCIENCES,NA,6690984
Rochester,BIOMEDICAL ENGINEERING,NA,2539614
Rochester,CANCER CENTER,NA,702185
Rochester,CENTER FOR COMMUNITY HEALTH AND PREVENTION,NA,NA
Rochester,CENTER FOR HEALTH AND TECHNOLOGY,NA,NA
Rochester,COMPARATIVE MEDICINE,NA,NA
Rochester,ENVIRONMENTAL MEDICINE,NA,8476577
Rochester,PATHOLOGY AND LAB MEDICINE,NA,1715726
Rochester,PUBLIC HEALTH SCIENCES,NA,7046976
Nebraska,CELLULAR AND INTEGRATIVE PHYSIOLOGY,NA,3597254
Nebraska,ENVIRONMENTAL AGRICULTURAL AND OCCUPATIONAL HEALTH,NA,NA
Nebraska,EPIDEMIOLOGY,NA,NA
Nebraska,GENETICS CELL BIOLOGY AND ANATOMY,NA,3934198
Ponce,PHYSIOLOGY,NA,781132
Saint Louis,COMPARATIVE MEDICINE,NA,NA
Saint Louis,CLINICAL TRIALS OFFICE,NA,NA
Saint Louis,PATHOLOGY,NA,681750
Saint Louis,PHARMACOLOGICAL AND PHYSIOLOGICAL SCIENCE,NA,2485628
Colorado,PATHOLOGY,NA,3129012
Cincinnati,PATHOLOGY AND LAB MEDICINE,NA,4380132
Albany,MOLECULAR AND CELLULAR PHYSIOLOGY,BCMP;CB,NA
Michigan State,EPIDEMIOLOGY AND BIOSTATISTICS,NA,8550680
Michigan State,PHYSIOLOGY,NA,694230
UCLA-Geffen,PHYSIOLOGY,NA,10946015
Creighton,PATHOLOGY,NA,NA
Wisconsin,ONCOLOGY,NA,7769659
Wisconsin,POPULATION HEALTH SCIENCES,NA,2132436
Iowa-Carver,PATHOLOGY,NA,3587648
Vermont-Larner,PATHOLOGY AND LABORATORY MEDICINE,NA,3653770
Vermont-Larner,PHARMACOLOGY,NA,2788270
West Virginia,PATHOLOGY ANATOMY AND LABORATORY MEDICINE,NA,NA
SUNY Downstate,PATHOLOGY,NA,NA
Baylor,EDUCATION INNOVATION AND TECHNOLOGY,NA,NA
Massachusetts,PATHOLOGY,NA,6753752
Virginia,BIOMEDICAL ENGINEERING,NA,2339976
Virginia,CELL BIOLOGY,NA,3554281
Virginia,PHARMACOLOGY,NA,6351200
Virginia,PUBLIC HEALTH SCIENCES,NA,3437835
North Carolina,BIOMEDICAL ENGINEERING,NA,2997268
North Carolina,NUTRITION,NA,NA
Kentucky,BEHAVIORAL SCIENCE,NA,5692495
Kentucky,PHYSIOLOGY,NA,7099584
Kentucky,TOXICOLOGY AND CANCER BIOLOGY,NA,7270403
Toledo,CANCER BIOLOGY,NA,NA
Toledo,PATHOLOGY,NA,NA
UC San Diego,PATHOLOGY,NA,13416884
Maryland,PHYSIOLOGY,NA,7909523
Buffalo-Jacobs,BIOMEDICAL ENGINEERING,NA,NA
Buffalo-Jacobs,PATHOLOGY AND ANATOMICAL SCIENCES,NA,NA
